project_id_number,title,funding_start_year,funding_end_year,institution_id,institution_name,duration,subject
5346316,Entwicklung von intelligenten Verbindungstechniken für die Demontage (D 01),1995,2006,10167,Technische Universität Berlin,12,
5346320,Konstruktionsunterstützung bei der demontagegerechten Produktentwicklung (D 02),1995,2006,10167,Technische Universität Berlin,12,
5346324,Simulationswerkzeuge zur demontagegerechten Produktentwicklung (D 03),1995,2006,10167,Technische Universität Berlin,12,
5346328,Demontageorientierte informationstechnische Infrastruktur (D 04),1995,2006,10167,Technische Universität Berlin,12,
5346332,Zentrale Aufgaben (Z 01),1995,2006,10167,Technische Universität Berlin,12,
5346859,Integrable Systeme in der Differentialgeometrie (A 1),1992,2003,10167,Technische Universität Berlin,12,
5346869,Experimentelle Mathematik und Visualisierung (A 2),1995,2003,10167,Technische Universität Berlin,9,
5346873,Integrable Systeme in der Differentialgeometrie (A 2E),1992,1994,10167,Technische Universität Berlin,3,
5346877,"Experimentelle Methoden in der Differentialgeometrie, Visualisierung (A 2W)",1992,1994,10167,Technische Universität Berlin,3,
5346881,Qualitative Methoden der klassischen Mechanik (A 3),1995,1997,10167,Technische Universität Berlin,3,
5346889,Geometrische und topologische Eigenschaften der Modulräume von Feldgleichungen (B 2),1992,1994,10167,Technische Universität Berlin,3,
5346893,Spektralgeometrie und harmonische Analysis (B 3),1992,1994,10167,Technische Universität Berlin,3,
5346901,Spektralgeometrie und harmonische Analysis (B 5E),1995,1997,10167,Technische Universität Berlin,3,
5346905,"Diskrete Differentialgeometrie, Quantenfeldtheorie und statistische Mechanik (C 1)",1992,2003,10167,Technische Universität Berlin,12,
5346913,Integrable Systeme auf Gittern und Quantengruppen (C 3),1992,1994,10167,Technische Universität Berlin,3,
5346917,Qualitative Methoden der klassischen Mechanik (D 1),1992,1994,10167,Technische Universität Berlin,3,
5346925,"Analysis, singuläre Strukturen (D 4)",1992,1994,10167,Technische Universität Berlin,3,
5346929,Quantenmechanische Modelle (D 5),1995,2003,10167,Technische Universität Berlin,9,
5346937,Streutheorie und spektrale Eigenschaften für Feller Operatoren und nichtkonservative Systeme (E 1),1993,1994,10167,Technische Universität Berlin,2,
5346941,Streu- und Spektraltheorie quantenmechanischer Modelle (E 2),1992,1994,10167,Technische Universität Berlin,3,
5346945,Adiabatischer Ladungstransport (E 3),1992,1994,10167,Technische Universität Berlin,3,
5346961,Verwaltung (S),1995,2003,10167,Technische Universität Berlin,9,
5346965,Verwaltung (S E),1992,1994,10167,Technische Universität Berlin,3,
5346969,Verwaltung (S W),1992,1994,10167,Technische Universität Berlin,3,
5347581,MOVPE-Wachstumsmechanismen zur Ausbildung niederdimensionaler Strukturen in mischkristallinen Systemen (A 01),1994,2006,10167,Technische Universität Berlin,13,
5347585,Mesoskopische Strukturen und Epitaxie auf höherindizierten GaAs-Oberflächen (A 2),1994,2003,10167,Technische Universität Berlin,10,
5347589,Atomare Strukrut von Quantenpunkten (A 04),1994,2006,10167,Technische Universität Berlin,13,
5347591,Ab initio Berechnungen zur Wachstumskinetik von Quantenpunkten (A 05),1994,2006,10167,Technische Universität Berlin,13,
5347595,Elektronische Eigenschaften von Strukturen mit einzelnen und multiplen Quantenpunkten (B 01),1994,2006,10167,Technische Universität Berlin,13,
5347607,Dynamik und elektronische Eigenschaften von Quantenpunkten in äußeren Feldern (B10),1997,2006,10167,Technische Universität Berlin,10,
5347611,Verwaltung (V),1997,2006,10167,Technische Universität Berlin,10,
5347614,Verwaltung (V E),1994,1996,10167,Technische Universität Berlin,3,
5347617,Verwaltung (V W),1994,1996,10167,Technische Universität Berlin,3,
5347621,Ermittlung der Grenzflächen-Realstruktur mittels Röntgendiffraktometrie (YE 1),1995,2000,10167,Technische Universität Berlin,6,
5347625,Entstehung von Nanostrukturen und ihre Elementaranregungen (YE 2),1994,1997,10167,Technische Universität Berlin,4,
5347629,Wachstum und exzitonische Eigenschaften von Halbleiter-Quantenstrukturen (YE 3),1994,2000,10167,Technische Universität Berlin,7,
5347633,Molekularstrahlepitaktische in-situ-Herstellung und optische Eigenschaften von ein- und nulldimensionalen II-VI-Quantenstrukturen (YE 4),1994,2000,10167,Technische Universität Berlin,7,
5347637,Ladungsträgerdynamik in einzelnen Halbleiter-Nanostrukturen (YE 5),1995,2000,10167,Technische Universität Berlin,6,
5347641,Selbstorganisiertes Wachstum und Untersuchung von II-VI-Quantenstrukturen auf strukturierten Substraten (YE 6),1994,2000,10167,Technische Universität Berlin,7,
5347645,Nichtlineare dynamische Transportphänomene in Halbleiter-Quantenstrukturen (YE 7),1994,1997,10167,Technische Universität Berlin,4,
5347649,Transport warmer und heißer Ladungsträger in niederdimensionalen Halbleiterstrukturen (YE 8),1996,1997,10167,Technische Universität Berlin,2,
5347653,Nichtlineare dynamische Transportphänomene in Halbleiter-Quantenstrukturen (YW 7),1994,1997,10167,Technische Universität Berlin,4,
5375527,Lebenswissenschaften,2002,2014,10167,Technische Universität Berlin,13,
5375599,Netzwerkstrukturen,2002,2014,10167,Technische Universität Berlin,13,
5375615,Produktion,2002,2014,10167,Technische Universität Berlin,13,
5375673,Elektronische und optische Bauteile,2002,2014,10167,Technische Universität Berlin,13,
5375677,Finanzen,2002,2014,10167,Technische Universität Berlin,13,
5375681,Visualisierung,2002,2014,10167,Technische Universität Berlin,13,
5375689,Education,2002,2014,10167,Technische Universität Berlin,13,
5375697,Zentralverwaltung,2002,2014,10167,Technische Universität Berlin,13,
5393516,Selbstorganisiertes Wachsum von Quantenpunktstrukturen kovalenter und ionischer Halbleiter (A 07),1998,2006,10167,Technische Universität Berlin,9,
5393525,Transmissionselektronenmikroskopische Untersuchungen von Halbleiter-Quantenstrukturen (YE 9),1998,2000,10167,Technische Universität Berlin,3,
5393542,Korrelation der elektrischen und optischen Eigenschaften mit der wachstumsinduzierten Strukturbildung in niederdimensionalen Halbleiterquantenstrukturen (YE10),1998,2000,10167,Technische Universität Berlin,3,
5393671,Korrelationseffekte beim Wachstum und Transport in einem Ensemble selbstorganisierter Quantenpunkte (B 08),1998,2006,10167,Technische Universität Berlin,9,
5402825,Nichtlineare Ultrakurzzeitoptik wechselwirkender Halbleiter-Quantenpunkte (B14),2002,2006,10167,Technische Universität Berlin,5,
5413942,Strukturelle und chemische Charakterisierung von Quantenpunkten mittels hochauflösender analytischer Transmissionselektronenmikroskopie (A11),2004,2006,10167,Technische Universität Berlin,3,
5413968,"Kohärenz, Effizienz und Quantenkorrelationen einzelner Quantenpunkte (B15)",2004,2006,10167,Technische Universität Berlin,3,
5420523,Entwicklung wieder- und weiterverwendungsgerechter Mobiltelefone (E 03),2003,2005,10167,Technische Universität Berlin,3,
5420525,Werkzeug zur Online-Demontageplanung für die Recyclingplattform Recycling-Pass.net (E 04),2003,2005,10167,Technische Universität Berlin,3,
5420527,Geschäftsfelder und Realisierung eines hybriden Pilot-Demontagesystems für Mobiltelelfone (E 05),2003,2005,10167,Technische Universität Berlin,3,
5420529,Identifikations- und Sortiersystem zur Kreislaufführung von Elektrokleingeräten (E 06),2003,2005,10167,Technische Universität Berlin,3,
5420531,Hybridreinigung mittels Trockeneisstrahlen und Laser (E 07),2004,2005,10167,Technische Universität Berlin,2,
5435941,Reduktion des aerodynamischen Widerstands an einem generischen Kraftfahrzeugmodell (Ahmed-Body) durch aktive Methoden der Strömungsbeeinflussung (A 08),2004,2010,10167,Technische Universität Berlin,7,
5435943,Strömungssimulation um ein generisches Kraftfahrzeugmodell mit aktiver Beeinflussung des Ablösegebietes (A 09),2004,2010,10167,Technische Universität Berlin,7,
5435990,Kontrolle nichtlinearer thermoakustischer Prozesse in Mehrbrennersystemen mit Hilfe von mehrskalenasymptotischen Verfahren (B 08),2004,2010,10167,Technische Universität Berlin,7,
5436002,Modellbasierte Kontrolle von Emissionen und Pulsationen bei der Magerverbrennung auf Basis der Mischungsprofile (B 09),2004,2010,10167,Technische Universität Berlin,7,
5436004,Leistungssteigerung von Strömungsmaschinen durch passive und aktive Sekundärströmungsbeeinflussung in einer Verdichtungsstufe (B10),2004,2007,10167,Technische Universität Berlin,4,
5444605,Roadmap for Sustainability - A global Perspective (Z 02),2004,2005,10167,Technische Universität Berlin,2,
5472381,SFB 193: Biologische Behandlung industrieller und gewerblicher Abwässer,1991,2001,10167,Technische Universität Berlin,11,
5475634,SFB 267: Deformationsprozesse in den Anden,1993,2004,10167,Technische Universität Berlin,12,
5476059,SFB 281: Demontagefabriken zur Rückgewinnung von Ressourcen in Produkt- und Materialkreisläufen,1995,2006,10167,Technische Universität Berlin,12,
5476285,SFB 288: Differentialgeometrie und Quantenphysik,1992,2003,10167,Technische Universität Berlin,12,
5476519,SFB 296: Wachstumskorrelierte Eigenschaften niederdimensionaler Halbleiterstrukturen,1994,2006,10167,Technische Universität Berlin,13,
5482364,SFB 557: Beeinflussung komplexer turbulenter Scherströmungen,1998,2010,10167,Technische Universität Berlin,13,"Wärmeenergietechnik, Thermische Maschinen, Strömungsmechanik"
5482670,SFB 605: Elementarreibereignisse,1998,2002,10167,Technische Universität Berlin,5,
5484751,TFB 31: Entwicklung eines Konzeptes zur Reduzierung der Abwasserentsorgungskosten in einem Werk der Waschmittelproduktion,2001,2003,10167,Technische Universität Berlin,3,
5485610,"FZT 86: Matheon - Mathematik für Schlüsseltechnologien: Modellierung, Simulation und Optimierung realer Prozesse",2002,2014,10167,Technische Universität Berlin,13,
5485955,"TFB 39: Komponenten, Systeme, Methoden und informationstechnische Werkzeuge für praktische Produkt- und Materialkreisläufe",2003,2005,10167,Technische Universität Berlin,3,
14516012,TRR 29: Engineering hybrider Leistungsbündel - Dynamische Wechselwirkungen von Sach- und Dienstleistungen in der Produktion,2006,2015,10167,Technische Universität Berlin,10,
19472777,GRK 1339: Stochastische Modelle komplexer Prozesse und deren Anwendungen,2006,2011,10167,Technische Universität Berlin,6,Mathematik
20088418,GRK 1408: Methoden für diskrete Strukturen,2006,2015,10167,Technische Universität Berlin,10,Mathematik
23693119,Aktive Strömungskontrolle an einer hoch belasteten Statorkaskade (T01),2006,2007,10167,Technische Universität Berlin,2,
23711793,Aktive Beeinflussung und Simulation der Strömung bei Turbomaschinen (T02),2006,2007,10167,Technische Universität Berlin,2,
23711866,Regelung abgelöster Strömungen in hoch belasteten Turbomaschinen (T03),2006,2007,10167,Technische Universität Berlin,2,
24061210,GSC 14: Berlin Mathematical School,2006,,10167,Technische Universität Berlin,3,Mathematik
24184485,GSC 86: Berlin School of Mind and Brain,2006,,10167,Technische Universität Berlin,3,Mathematik
24633448,"TFB 64: Management, Produkte, Prozesse und Technologien für praktische Produkt- und Materialkreisläufe",2006,2008,10167,Technische Universität Berlin,3,
24633527,Planung eines Aufarbeitungssystems für LCD Flachbildschirme (E08),2006,2008,10167,Technische Universität Berlin,3,
24633799,Abschätzung der Lebensdauer von Steuerungselektronik für Motoren durch LCU (Life Cycle Unit) (E09),2006,2007,10167,Technische Universität Berlin,2,
24634011,Realisierung eines flexiblen und hybriden Aufarbeitungssystems für Austauschkomponenten im Automobilbereich (E10),2006,2008,10167,Technische Universität Berlin,3,
24634087,Schleuderradstrahlen mit Trockeneis als Strahlmittel (E11),2006,2008,10167,Technische Universität Berlin,3,
24634177,Wasserabrasivschneidkopf zur Verbundmaterialbearbeitung (E12),2006,2008,10167,Technische Universität Berlin,3,
24634315,Hybrides Cryo-Zerteil-Demontagewerkzeug (E13),2006,2008,10167,Technische Universität Berlin,3,
26661467,Befähigung der HLB-Entwicklung: Steuerungsmethoden und -instrumente des HLB-Entwicklungsprozesses (A02),2006,2015,10167,Technische Universität Berlin,10,
26661497,Effektive HLB-Vertriebsstrategien in den Phasen des HLB-Lifecycles (A01),2006,2015,10167,Technische Universität Berlin,10,
26661525,Modellbasierte Kooperation in der HLB-Konzeptentwicklung (A03),2006,2015,10167,Technische Universität Berlin,10,
26661543,HLB-Assistenzsystem - Simulation der Leistungsbestandteile in der Ausgestaltungsphase zur Optimierung hybrider Leistungsbündel (A04),2006,2015,10167,Technische Universität Berlin,10,
26661581,Organisation kundenintegrativer Wertschöpfungsketten ¿ Befähigungssystem für HLB-Wertschöpfungsexzellenz (B01),2006,2015,10167,Technische Universität Berlin,10,
26661621,HLB Wissensgenerierung und -bilanzierung - Wissensmanagement in HLB über Intellektuelles Kapital (B03),2006,2015,10167,Technische Universität Berlin,10,
26663094,Cooperative Automation für die langfristige HLB-Nutzung (B04),2006,2015,10167,Technische Universität Berlin,10,
26663175,Semantische Analyse unstrukturierter HLB-Lifecycle Informationen (C01),2006,2015,10167,Technische Universität Berlin,10,
26663790,"Engineering eines Lifecycle-orientierten, kundenindividuellen HLB-Controllings (C03)",2006,2015,10167,Technische Universität Berlin,10,
26663822,Demonstrator - Beschreibung und Bewertung von HLB-Leistungsbestandteilen (D),2006,2015,10167,Technische Universität Berlin,10,
26663876,Zentrale Aufgaben des Sonderforschungsbereichs (Z),2006,2015,10167,Technische Universität Berlin,10,
38129988,Aktive Kontrolle der Strömungsablösung an einer Airbus-Hochauftriebskonfiguration (T04),2007,2010,10167,Technische Universität Berlin,4,
38130064,Numerische Simulation der aktiven Ablösebeeinflussung an einer Airbus-Hochauftriebskonfiguration (T05),2007,2010,10167,Technische Universität Berlin,4,
38130090,Strömungsregelung einer Airbus-Hochauftriebskonfiguration mit aktiver Ablösebeeinflussung (T06),2007,2010,10167,Technische Universität Berlin,4,
43659573,"SFB 787: Halbleiter - Nanophotonik: Materialien, Modelle, Bauelemente",2008,,10167,Technische Universität Berlin,3,
46772806,Merkmalsbasierte Analyse und Vergleich von Grobstrukturen in parameterabhängigen Strömungen (A 10),2007,2010,10167,Technische Universität Berlin,4,
47551166,Aktive Strömungskontrolle an einer hoch belasteten Statorkaskade (T01),2007,2009,10167,Technische Universität Berlin,3,
47612114,Aktive Beeinflussung und Simulation der Strömung bei Turbomaschinen (T02),2007,2009,10167,Technische Universität Berlin,3,
47612283,Regelung abgelöster Strömungen in hoch belasteten Turbomaschinen (T03),2007,2009,10167,Technische Universität Berlin,3,
53182490,EXC 314: Unifying Concepts in Catalysis,2007,,10167,Technische Universität Berlin,3,
56091768,TRR 63: Integrierte chemische Prozesse in flüssigen Mehrphasensystemen,2010,,10167,Technische Universität Berlin,3,"Verfahrenstechnik, Technische Chemie"
62625132,Materialien für grüne Laserdioden hoher Brillanz (A 01),2008,2011,10167,Technische Universität Berlin,4,
62625535,Lineare Quantisierungsstrukturen (A02),2008,,10167,Technische Universität Berlin,3,
62665990,Modifizierte Quantenpunktanordnungen auf InP-Basis für Lichtemitter (A 03),2008,2011,10167,Technische Universität Berlin,4,
62666314,Atomare Struktur und lokale elektronische Eigenschaften von Nanomaterialien (A04),2008,,10167,Technische Universität Berlin,3,
62666449,Elektronische Struktur Nano-skaliger Objekte (A05),2008,,10167,Technische Universität Berlin,3,
62686487,Elektron-Phonon Wechselwirkung in Halbleiter Nanostrukturen (A06),2008,,10167,Technische Universität Berlin,3,
62686544,Theorie photonischer Bauelemente am quantenoptischen Limit (B01),2008,,10167,Technische Universität Berlin,3,
62687089,Dynamik von integrierten Multisektionsstrukturen für Laser und Verstärkerbauelemente (B02),2008,,10167,Technische Universität Berlin,3,
62707266,Multi-Dimensionale Modellierung und Simulation elektrisch gepumpter Lichtquellen auf Halbleiter-Basis (B04),2008,,10167,Technische Universität Berlin,3,
62707480,"Effektive Modelle, Simulation und Analyse der Dynamik in Quantenpunkt Bauelementen (B05)",2008,,10167,Technische Universität Berlin,3,
62727379,"Energieeffiziente Oberflächenemitter mit ultimativer Bandbreite für die Silizium-Photonik, Beleuchtung und Detektion: Mikro- und Nano-Laser (C01)",2008,,10167,Technische Universität Berlin,3,
62728062,Quantennetzwerke basierend auf Einzelphotonen (C02),2008,,10167,Technische Universität Berlin,3,
62870705,GaN-basierte Einzelphotonenemitter und VCSEL (C 04),2008,2011,10167,Technische Universität Berlin,4,
62871287,Halbleiterlaser hoher Brillanz (C 05),2008,2011,10167,Technische Universität Berlin,4,
62891405,Dynamik von Kantenemittern für zukünftige Multiterabit- und Materialbearbeitungssysteme (C06),2008,2015,10167,Technische Universität Berlin,8,
62891652,Rein optische Signalverarbeitung mit quantenpunkt-basierten Halbleiterlaser-Verstärkern (C 07),2008,2011,10167,Technische Universität Berlin,4,
62932499,"Halbleiter-Nanophotonik: Materialien, Modelle, Bauelemente (MGK (D))",2008,2011,10167,Technische Universität Berlin,4,
62932752,Zentrale Aufgaben des Sonderforschungsbereichs (Z),2008,,10167,Technische Universität Berlin,3,
65143814,GRK 1524: Self-Assembled Soft-Matter Nanostructures at Interfaces,2009,2018,10167,Technische Universität Berlin,10,
84273821,HPLC-ESI-Massenspektrometer,2008,2008,10167,Technische Universität Berlin,1,
84293344,Hochleistungs-Transmissionselektronenmikroskop,2008,2008,10167,Technische Universität Berlin,1,
87159868,GRK 1558: Kollektive Dynamik im Nichtgleichgewicht: in kondensierter Materie und biologischen Systemen,2009,2018,10167,Technische Universität Berlin,10,Grundlagen der Biologie und Medizin
88840168,"Aktive Strömungskontrolle an einer hoch belasteten, linearen Verdichterkaskade unter kompressiblen Strömungsbedingungen (T07)",2009,2011,10167,Technische Universität Berlin,3,
103586207,GRK 1589: Verarbeitung sensorischer Informationen in neuronalen Systemen,2010,,10167,Technische Universität Berlin,3,
133733712,Detektionssystem für zeitaufgelöste Lumineszenzmessungen (Streakkamera-System und Zubehör),2009,2009,10167,Technische Universität Berlin,1,
137277212,Ultrakurzzeitspektroskopie an Quantenpunkten und Quantenpunkt-Bauelementen (C08#),2009,2011,10167,Technische Universität Berlin,3,
157163775,LC-MS/MS,2009,2009,10167,Technische Universität Berlin,1,
158680916,Röntgenkleinwinkelstreuanlage,2009,2009,10167,Technische Universität Berlin,1,
163436311,SFB 910: Kontrolle selbstorganisierender nichtlinearer Systeme: Theoretische Methoden und Anwendungskonzepte,2011,,10167,Technische Universität Berlin,3,Mathematik
163866004,GRK 1672: Innovationsgesellschaft heute: Die reflexive Herstellung des Neuen,2012,,10167,Technische Universität Berlin,3,
166340446,Übergangsmetallkatalysierte Hydroformylierung und Hydroesterifizierung petro- und oleochemi-scher Edukte mit temperaturgesteuerter Katalysatorabtrennung in Gas/flüssig/flüssig-Systemen (A01),2010,2017,10167,Technische Universität Berlin,8,
166340742,Untersuchung homogen katalysierter Reaktionen in mizellaren Lösungsmittelsystemen (A02),2010,,10167,Technische Universität Berlin,3,
166344380,Kinetik der reduktiven Aminierung und der Hydroaminomethylierung in reaktiven Mehrphasensystemen (A03),2010,,10167,Technische Universität Berlin,3,
166360358,Lösungsmittel-Auswahl zur gezielten Beeinflussung von Kinetik und Thermodynamik chemischer Reak-tionen (A04),2010,,10167,Technische Universität Berlin,3,
166383235,Messung von Phasengleichgewichten in tensidhaltigen Systemen (A05),2010,2013,10167,Technische Universität Berlin,4,
166384457,Stofftransport und Grenzflächenphänomene in mizellaren dreiphasigen Systemen und Pickering Emulsionen (A06),2010,2017,10167,Technische Universität Berlin,8,
166451842,Optimale Reaktionsführung in flüssigen Mehrphasensystemen (B01),2010,,10167,Technische Universität Berlin,3,
168844751,Ultrafiltration mizellarer Systeme in integrierten Prozessen (B02),2010,2013,10167,Technische Universität Berlin,4,
168845673,Hybride Trennprozesse zur Aufreinigung weit- und engsiedender Gemische am Beispiel der Hydroformylierung langkettiger Olefine (B03),2010,2013,10167,Technische Universität Berlin,4,
168846163,Hydroformylierung petro- und oleochemischer Edukte in mizellaren Lösungsmittelsystemen (MLS) mit hocheffizienter Katalysatorrückführung in einer kontinuierlich betriebenen Miniplant (B04),2010,2017,10167,Technische Universität Berlin,8,
168846269,Kontinuierliche Hydroformylierung und Hydroesterifizierung petro- und oleochemischer Edukte in thermomorphen Lösungsmittelsystemen (TMS) mit hocheffizienter Katalysatorrückführung in einer kontinuierlich betriebenen Miniplant (B05),2010,2017,10167,Technische Universität Berlin,8,
168846329,Modellgestützte Steuerung der Entwicklung neuartiger chemischer Produktionsprozesse (C01),2010,2017,10167,Technische Universität Berlin,8,
168859855,Hierarchische Simulation integrierter chemischer Prozesse (C02),2010,2013,10167,Technische Universität Berlin,4,
168860612,Zentrale Aufgaben des Sonderforschungsbereichs (Z01),2010,,10167,Technische Universität Berlin,3,
169146427,Globale Optimierung von integrierten flüssigen Mehrphasensystemen (C03),2010,2017,10167,Technische Universität Berlin,8,
173975782,GRK 1705: Die Welt in der Stadt: Metropolitanität und Globalisierung vom 19. Jahrhundert bis zur Gegenwart,2012,2016,10167,Technische Universität Berlin,5,"Kunst-, Musik-, Theater- und Medienwissenschaften"
180345894,Intelligenter HLB-Betrieb durch inferenzunterstützte Dienstsuche (B06),2010,2015,10167,Technische Universität Berlin,6,
180346665,HLB-Geschäftsmodelle - Migration zu Geschäftsmodellen für hybride Leistungsbündel (C04),2010,2015,10167,Technische Universität Berlin,6,
180346932,Mitarbeiterkompetenzen und Führungshandeln - Befähiger entlang des Migrationspfades zum HLB-Anbieter (C05),2010,2015,10167,Technische Universität Berlin,6,
191173220,EX post (E01),2010,2010,10167,Technische Universität Berlin,1,
193238340,"Kontrolle von komplexen Netzwerken: Zusammenspiel von Struktur, Rauschen und Zeitverzögerung (A01)",2011,,10167,Technische Universität Berlin,3,
193240938,"Analysis, Stabilität und Numerik der Delay DAEs (A02)",2011,,10167,Technische Universität Berlin,3,
193252782,Entstehung und Steuerung der Raum-Zeit Dynamik in Systemen mit Zeitverzögerungen (A03),2011,,10167,Technische Universität Berlin,3,
193253897,"Räumlich-zeitliche Muster: Beobachtung, Kontrolle und Design (A04)",2011,,10167,Technische Universität Berlin,3,
193284282,Musterbildung in Mehrskalensystemen (A05),2011,,10167,Technische Universität Berlin,3,
193285808,Steuerung der Selbstorganisation in dynamischen Netzwerken (A06),2011,2014,10167,Technische Universität Berlin,4,
193293918,Rückkopplungskontrolle von kohärenten und kollektiven Quantenprozessen (A07),2011,2018,10167,Technische Universität Berlin,8,
193360565,Rückkopplungskontrolle photonischer Quantennetzwerke (B01),2011,,10167,Technische Universität Berlin,3,
193361840,Rückkopplungskontrolle dynamischer Strukturen und Transportphänomene in getriebenen Kolloidsystemen (B02),2011,,10167,Technische Universität Berlin,3,
193365204,Kontrolle von Strömungsmustern in komplexen Fluiden auf der Mikroskala (B04),2011,,10167,Technische Universität Berlin,3,
193375806,Kontrolle von Multiskalen-Musterbildung (B05),2011,,10167,Technische Universität Berlin,3,
193380497,Kontrolle laufender und rotierender Wellen in räumlich ausgedehnten nichtlinearen Systemen (B06),2011,2018,10167,Technische Universität Berlin,8,
193405638,Kontrolle neuronaler Wellendynamik mittels nichtlokaler und zeitverzögerter Rückkopplung (B07),2011,2014,10167,Technische Universität Berlin,4,
193407609,Dynamik und Kontrolle von neuronalen Netzwerken im Gehirn (B08),2011,,10167,Technische Universität Berlin,3,
193407825,Zentrales Verwaltungsprojekt (Z),2011,,10167,Technische Universität Berlin,3,
195170736,TRR 109: Diskretisierung in Geometrie und Dynamik,2012,,10167,Technische Universität Berlin,3,
199828953,SFB 1026: Sustainable Manufacturing - Globale Wertschöpfung nachhaltig gestalten,2012,2016,10167,Technische Universität Berlin,5,
200291049,"SFB 1029: TurbIn - Signifikante Wirkungsgradsteigerung durch gezielte, interagierende Verbrennungs- und Strömungsinstationaritäten in Gasturbinen",2012,,10167,Technische Universität Berlin,3,Mathematik
204292621,Hochgeschwindigkeits PIV und OH-PLIF System,2011,2011,10167,Technische Universität Berlin,1,
210239832,Kohärente und inkohärente Dynamik in Halbleiter-Quantenpunktverstärkern und neuartigen laseraktiven Medien (A07),2012,,10167,Technische Universität Berlin,3,
210240078,Nitrid-basierte Einzelphotonenquellen mit optischen Resonatoren (A08),2012,,10167,Technische Universität Berlin,3,
210245548,Nitrid-basierte Laserdioden im fernen UV (C09),2012,,10167,Technische Universität Berlin,3,
210246644,VCSEL-unterstützte silizium-photonische I/O-Technologie (C10),2012,,10167,Technische Universität Berlin,3,
210487142,Pfade nachhaltiger Technologieentwicklung (A01),2012,2016,10167,Technische Universität Berlin,5,
210490378,Nachhaltigkeitsindikatoren (A02),2012,2016,10167,Technische Universität Berlin,5,
210491134,Mikroökonomische Nachhaltigkeitsbewertung (A03),2012,2016,10167,Technische Universität Berlin,5,
210494229,Makroökonomische Nachhaltigkeitsbewertung (A04),2012,2016,10167,Technische Universität Berlin,5,
210519387,Multikriterielle Optimierung (A05),2012,2016,10167,Technische Universität Berlin,5,
210519712,System Dynamics (A06),2012,2015,10167,Technische Universität Berlin,4,
210520213,Modellbasiertes und lebenszyklusorientiertes Engineering nachhaltiger Produkte (B01),2012,2016,10167,Technische Universität Berlin,5,
210521242,Energieeffiziente Reinigung und kühlschmiermittelfreie Zerspanung (B02),2012,2016,10167,Technische Universität Berlin,5,
210522653,Nachhaltige Schweißproduktion dicker Metallplattenkomponenten (B03),2012,2016,10167,Technische Universität Berlin,5,
210536675,Entwicklung mikrosystemtechnischer Werkzeugmaschinenstrukturen für gewichts- und genauigkeitsoptimierte (LEG2O) Gestelle (B04),2012,2016,10167,Technische Universität Berlin,5,
210538142,Konstruktion genauigkeitssteigernder Systeme für Einfach-Werkzeugmaschinen (B05),2012,2016,10167,Technische Universität Berlin,5,
210554382,Branchen- und produktionslinienübergreifende Materialverwertungszyklen (B06),2012,2016,10167,Technische Universität Berlin,5,
210554932,Multi-Perspektivische Modellierung nachhaltiger Wertschöpfungsnetze (C01),2012,2016,10167,Technische Universität Berlin,5,
210556147,Intellektuelles Kapital- und Wissensmanagement (C02),2012,2016,10167,Technische Universität Berlin,5,
210557435,Strategische Interaktion und Anreize zur Nachhaltigkeit (C03),2012,2015,10167,Technische Universität Berlin,4,
210562545,Methoden und Systeme der humanzentrierten Automatisierung (C04),2012,2016,10167,Technische Universität Berlin,5,
210564834,Learnstruments in Wertschöpfungsmodulen (C05),2012,2016,10167,Technische Universität Berlin,5,
210645093,Integriertes Graduiertenkolleg (MGK),2012,2016,10167,Technische Universität Berlin,5,
210646093,Serviceprojekt zur Informationsinfrastruktur (INF),2012,2016,10167,Technische Universität Berlin,5,
210646751,Öffentlichkeitsarbeit (Ö),2012,2016,10167,Technische Universität Berlin,5,
210648002,Zentrale Aufgaben (Z),2012,2016,10167,Technische Universität Berlin,5,
214121481,Rechencluster,2012,2012,10167,Technische Universität Berlin,1,
214139603,Hochauflösendes Rasterelektronenmikroskop,2012,2012,10167,Technische Universität Berlin,1,
223427751,Diskrete Riemannsche Flächen (A01),2012,,10167,Technische Universität Berlin,3,
223441486,Diskrete parametrisierte Oberflächen (A02),2012,,10167,Technische Universität Berlin,3,
223444710,Geometrische Randbedingungen für Polytope (A03),2012,,10167,Technische Universität Berlin,3,
223448707,Die Integration von diskreten Geometrien und Finite-Elemente-Methoden (A04),2012,2016,10167,Technische Universität Berlin,5,
223450587,Konforme Deformationen diskreter Flächen (A05),2012,,10167,Technische Universität Berlin,3,
223473988,Diskrete Morse-Theorie (A07),2012,2016,10167,Technische Universität Berlin,5,
223479393,"Diskrete geometrische Strukturen, die durch Anwendungen in der Architektur motiviert sind (A08)",2012,2016,10167,Technische Universität Berlin,5,
223484394,Semidiskrete Flächen (A09),,2016,10167,Technische Universität Berlin,3,
223484888,Komplexifizierung diskreter Zeitschritte (B01),2012,2016,10167,Technische Universität Berlin,5,
223485403,Diskrete multidimensionale integrable Systeme (B02 [u. B07]),2012,,10167,Technische Universität Berlin,3,
223485477,Numerische Behandlung von Riemann-Hilbert Problemen und Operator Determinanten (B03),2012,,10167,Technische Universität Berlin,3,
223525230,Diskretisierung als Störung: Qualitative und quantitative Aspekte (B04),2012,2016,10167,Technische Universität Berlin,5,
223530955,Potential-Energieflächen (B06),2012,2016,10167,Technische Universität Berlin,5,
