project_id_number,title,funding_start_year,funding_end_year,institution_id,institution_name,duration,subject
5223654,Einfluss von geometrischen Einschränkungen und Grenzflächenmodifikationen auf die Strukturbildung kolloidaler Dispersionen in dünnen flüssigen Filmen (B10),1999,2009,10365,Humboldt-Universität zu Berlin,11,
5225472,"Molekulare Charakterisierung 1,2-Dichlorpropan und Dichlordiisopropylether abbauender mikrobieller Populationen (D 6)",2000,2001,10365,Humboldt-Universität zu Berlin,2,
5271028,Charakterisierung von Resistenzgenen gegen die maligne Transformation durch Onkogene (G 4),2000,2003,10365,Humboldt-Universität zu Berlin,4,
5271034,Hemmung des Wachstums epithelialer Tumore durch Expression Apoptose-induzierender Gene (G 5),2000,2003,10365,Humboldt-Universität zu Berlin,4,
5271044,Humane und Insekten-Metalloprotease-Inhibitoren zur Therapie von Tumormetastrasen (G 6),2000,2003,10365,Humboldt-Universität zu Berlin,4,
5271144,Klonierung und Charakterisierung eines neuen Plasmazell-spezifischen Antigens: eine potentielle Zielstruktur zur Entwicklung immuntherapeutischer Strategien zur Behandlung des multiplen Myeloms (R 8),2000,2003,10365,Humboldt-Universität zu Berlin,4,
5293200,"Quantitative, dynamische Modelle der Makroökonomie (C 6)",2000,2003,10365,Humboldt-Universität zu Berlin,4,
5299696,Hierarchische Architekturen aus Modulen mit metallosupramolekularen Koordinations-Polyelektolyten (A10),2001,2009,10365,Humboldt-Universität zu Berlin,9,
5299822,Einfluss von Substratdeformationen auf Eigenschaften einkomponentiger Fluide in begrenzter Geometrie (B11),2001,2009,10365,Humboldt-Universität zu Berlin,9,
5299972,Spektraleigenschaften von eichfeldabhängigen Dirac- und Laplace.Operatoren und Eichfeldtheorie (B 1),2001,2003,10365,Humboldt-Universität zu Berlin,3,
5299992,Spinorielle Feldgleichungen in der Lorentz-Geometrie (B 7),2001,2003,10365,Humboldt-Universität zu Berlin,3,
5300016,Spektraltheorie eichperiodischer Operatoren (D 6),2001,2003,10365,Humboldt-Universität zu Berlin,3,
5300022,Spektralinvarianten singulärer Mannigfaltigkeiten und ihr Deformationsverhalten (D 7),2001,2003,10365,Humboldt-Universität zu Berlin,3,
5303448,Clinical Variability of Gamma-Thalassemia: Quality Control of Gene Expression by Nonsense mediated Decay (B 5),2001,2002,10365,Humboldt-Universität zu Berlin,2,
5303452,Norrie disease (ND): Molecular Mechanisms of Pathogenesis and Modulation of Disease Serverity (C 1),2001,2002,10365,Humboldt-Universität zu Berlin,2,
5303472,Downstream Effects of MECP1 Mutations in Rett Syndrome and other Forms of X-linked Mental Retardation studied by cDNA Arrays (C 3),2001,2004,10365,Humboldt-Universität zu Berlin,4,
5303522,DNA Microarry Center (Z 1),2001,2004,10365,Humboldt-Universität zu Berlin,4,
5328766,Ländliche Familie und Jugend in den neuen Bundesländern - ihr sozialer Umbruch im historischen und interkulturellen Vergleich (YE 1),1994,1996,10365,Humboldt-Universität zu Berlin,3,
5330180,"Molekulare Charakterisierung 1,2-Dichlorpropan und Dichlordiisopropylether abbauender mikrobieller Populationen (YE 1)",1997,1999,10365,Humboldt-Universität zu Berlin,3,
5338184,Chaos-Synchronisation und -Kontrolle gekoppelter Halbleiterlaser (A 06),2001,2010,10365,Humboldt-Universität zu Berlin,10,
5338196,Analysis räumlich-zeitlicher Muster: Kinematik und Kontrolle (A 07),2001,2010,10365,Humboldt-Universität zu Berlin,10,
5338244,Externe Kontrolle der raumzeitllichen Synchronisation biologischer Zellen (B 07),2001,2004,10365,Humboldt-Universität zu Berlin,4,
5338256,Selbstorganisierte Strukturbildung durch strahlungsgesteuerte Phasenübergänge (B 08),2001,2007,10365,Humboldt-Universität zu Berlin,7,
5345467,Entwicklung und Anwendungsoptimierung von Multi-Antennen-Applikatoren für die regionale Hyperthermie und ihr Einsatz in einem MR-Tomographen (A 1),1994,2002,10365,Humboldt-Universität zu Berlin,9,
5345483,Entwicklung und Modellierung von Antennen und Netzwerken (A 3),1994,2001,10365,Humboldt-Universität zu Berlin,8,
5345492,MR-Thermometrie und konbiniertes Hyperthermie-Hochfeld (3 Tesla)-MR-System (A 4),1994,2001,10365,Humboldt-Universität zu Berlin,8,
5345499,Algorithmen zur Planung und Kontrolle von Hyperthermiebehandlungen (A 5),1994,2002,10365,Humboldt-Universität zu Berlin,9,
5345513,Klinische Studien zur Optimierung der lokalen Tiefenhyperthermie im Rahmen multimodaler Therapiekonzepte für das lokal fortgeschrittene und rezidivierte Rektumkarzinom (B 1),1998,2002,10365,Humboldt-Universität zu Berlin,5,
5345523,Präoperative hyperthermie Radiochemotherapie beim lokal fortgeschrittenen Zervixkarzinom (B 2),1998,1998,10365,Humboldt-Universität zu Berlin,1,
5345543,Positronenemissionstomographie (PET) und andere bildgebende Verfahren für Therapiekontrolle und -planung (C 1),1994,1997,10365,Humboldt-Universität zu Berlin,4,
5345550,H-Feld induzierte Hyperthermie mit magnetischen Flüssigkeiten (C 2),1994,1997,10365,Humboldt-Universität zu Berlin,4,
5345558,Einfluß der Hyperthermie auf Induktion und Spezifität der tumorspezifischen Immunantwort (C 4),1994,2001,10365,Humboldt-Universität zu Berlin,8,
5345581,Radiochemotherapie zusammen mit regionaler Hyperthermie beim lokal fortgeschrittenen Rektum-Karzinom und molekularbiologische Begleitforschung zur Analyse des Hyperthermieeffektes (YE 2),1994,1997,10365,Humboldt-Universität zu Berlin,4,
5345589,Hyperthermie fortgeschrittener Karzinome der Kopf-Hals-Region und der Zervix uteri (YE 3),1994,1997,10365,Humboldt-Universität zu Berlin,4,
5345596,"Hyperthermie-assoziierte Expression von Hitzeschockproteinen, Protoonkogenen und Zytokin-Genen: Signaltransduktionswege und Identifizierung relevanter Transkriptionsfaktoren (YE 4)",1994,1997,10365,Humboldt-Universität zu Berlin,4,
5345604,Thermosensibilisierung und Hitzeschockantwort nach kombinierter Hormon- und Hyperthermiebehandlung von Östrogenrezeptor-positiven Mammatumoren (YE 5),1994,1997,10365,Humboldt-Universität zu Berlin,4,
5345619,Zentrale Verwaltung (Z 1),1995,2002,10365,Humboldt-Universität zu Berlin,8,
5345633,"Biometrie, Serviceleistungen für alle Projektbereiche (Z 3)",1994,1995,10365,Humboldt-Universität zu Berlin,2,
5345643,Gemeinsame Mittel für den SFB (Z E),1994,1994,10365,Humboldt-Universität zu Berlin,1,
5345651,Gemeinsame Mittel für den SFB (Z W),1994,1994,10365,Humboldt-Universität zu Berlin,1,
5346885,Spektraleigenschaften von Dirac- und Laplace-Operatoren und Eichfeldtheorie (B 1E),1992,2000,10365,Humboldt-Universität zu Berlin,9,
5346933,Spektraltheorie eichperiodischer Operatoren (D 6E),1996,2000,10365,Humboldt-Universität zu Berlin,5,
5354693,Regulation der Photosynthese auf der Ebene der Transkription von Chloroplastengenen (A 07),2002,2010,10365,Humboldt-Universität zu Berlin,9,
5354697,Struktur und Funktion von Produkten konservierter plastidärer Leserahmen aus Synechocystis sp. PCC 6803 (A 08),2002,2010,10365,Humboldt-Universität zu Berlin,9,
5354783,Biosynthese und Funktion des Thylakoidlipids Digalactosyldiacylglyverol (DGDG) (B 06),2002,2007,10365,Humboldt-Universität zu Berlin,6,
5354787,Regulation von Stärkesynthese und Stärkeabbau (B 07),2002,2007,10365,Humboldt-Universität zu Berlin,6,
5354795,Bedeutung der Inositolpolyphosphat-Kinase im Primärstoffwechsel der Pflanze (B 08),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5354799,Bedeutung des ratenlimitierenden Schritts der 5-Amino-lävulinsäure-Synthese für den Tetrapyrrolstoffwechsel und Funktionen und die Entwicklung des Chloroplasten (B 09),2002,2010,10365,Humboldt-Universität zu Berlin,9,
5354827,Identifikation und Analyse von Proteinen im Phloem höherer Pflanzen und ihre Bedeutung für Phloemstoffwechsel und Signalleitung (C 7),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5354851,Multiparallele Transkriptionsanalyse bei Arabidopsis thaliana und anderen Pflanzenarten (D),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5354871,"In vivo analysis of the imnportance of proteasome immunosubunits and of PA28 for MHC class I antigen processing, CTL response induction and tumor-virus elimination (A 7)",2002,2002,10365,Humboldt-Universität zu Berlin,1,
5354879,Analyse von Cytomegalovirus-kodierten Fcy-Rezeptoren (vFcyR) (A 8),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5354965,Differenzierung autoreaktiver B-Lymphozyten beim systemischen Lupus erythematodes (C 7),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5355136,Die Rolle von oligodendroglialen Chemokinrezeptoren bei der Myelinisierung und Demyelinisierung - funktionelle in vitro-in vivo Korrelationen (B12),2002,2003,10365,Humboldt-Universität zu Berlin,2,
5355152,Interaktionen zwischen Entzündungsprozessen im ZNS und dem peripheren Immunsystem: Untersuchungen zum Infektionsrisiko und -prävention bei einer ZNS-vermittelten systemischen Immunsuppression am Ratten-Modell (B15),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5355174,Mikrogliaaktivierung durch geschädigte Neurone: Signalwege oxidativ modifizierter Lipide (C 6),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5355206,Physiologische Eigenschaften glialer Tumore (C 8),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5355214,Molekulare Mechanismen der Invasion von Gliomzellen (C 9),2002,2004,10365,Humboldt-Universität zu Berlin,3,
5355896,Semiparametrische Modelle (A 1),1994,2003,10365,Humboldt-Universität zu Berlin,10,
5355900,Nichtparametrische Zeitreihenanalyse (A 2),1994,2003,10365,Humboldt-Universität zu Berlin,10,
5355904,Wissenschaftliches Rechnen in globalen Netzen (Eine Methodenbank zur interoperablen Modellierung ökonomischer Prozesse (A 3),1994,1999,10365,Humboldt-Universität zu Berlin,6,
5355908,Marketing-Mix-Modelle und die Analyse von Wettbewerbsbeziehungen (A 4),1997,2003,10365,Humboldt-Universität zu Berlin,7,
5355912,Kurvenschätzung und Resampling (B 1),1994,2003,10365,Humboldt-Universität zu Berlin,10,
5355916,Statistik stochastischer Prozesse und Zinsstrukturen (B 2),1994,2003,10365,Humboldt-Universität zu Berlin,10,
5355924,Stochastische Analysis von Derivaten (B 4),1997,2003,10365,Humboldt-Universität zu Berlin,7,
5355928,Wertpapierrenditen (C 1),1994,2003,10365,Humboldt-Universität zu Berlin,10,
5355932,Wandel und Zyklus auf dem Arbeitsmarkt (C 2),1994,2003,10365,Humboldt-Universität zu Berlin,10,
5355942,Dynamik des Wettbewerbs (C 4),1994,2002,10365,Humboldt-Universität zu Berlin,9,
5355946,"Experimentelle Untersuchungen ökonomischer, interaktiver und kognitiver Prozesse (C 5)",1997,2002,10365,Humboldt-Universität zu Berlin,6,
5355950,Zentrales Verwaltungsprojekt (Z),1994,2003,10365,Humboldt-Universität zu Berlin,10,
5360347,Einfluß von Astrozyten auf Gehirnendothelzellen bei Hypoxie (A 2),1995,2001,10365,Humboldt-Universität zu Berlin,7,
5360351,Gliaaktivierung - Ein Schlüsselmechanismus in der Schadenskaskade der Bakteriellen Meningitis (A 3),1995,1998,10365,Humboldt-Universität zu Berlin,4,
5360355,Untersuchung der zellulären und molekularen Regulationsmechanismen des Endothelinsystems im Gehirn (A 4),1995,1998,10365,Humboldt-Universität zu Berlin,4,
5360359,Physiologische Eigenschaften glialer Tumore (B 1),1995,2001,10365,Humboldt-Universität zu Berlin,7,
5360367,Veränderungen von Zell-Zell-Wechselwirkungen glialer Tumorzellen in vitro und in vivo nach retroviralem und Liposomalem Zytokin-Gentransfer (B 3),1995,1998,10365,Humboldt-Universität zu Berlin,4,
5360371,Funktionelle Eigenschaften und manipulierte Differenzierung von Retinoblastomzellen (B 4),1995,1998,10365,Humboldt-Universität zu Berlin,4,
5360375,Die Beteiligung von Gliazellen an transneuronalen Veränderungen nach entorinaler Läsion (C 1),1995,2001,10365,Humboldt-Universität zu Berlin,7,
5360377,Expression und Regulation von Apolipoprotein E (APOE) in Gliazellen nach experimenteller und neuropathologischer Läsion (M. Alzheimer) (C 2),1995,2001,10365,Humboldt-Universität zu Berlin,7,
5360385,"Änderungen der intrazellulären Calcium-Konzentration, freier Fettsäuren reaktiver Sauerstoffspezies in pathologisch veränderten und normalen Astrozyten und Neuronen (C 4)",1995,2000,10365,Humboldt-Universität zu Berlin,6,
5377235,Korrelation zwischen regulatorischen DNA-Sequenzen und Genexpressionsdaten anhand der vergleichenden Analyse nicht-kodierender Sequenzen von Mensch und Maus (A01),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377239,Charakterisierung der Faltbarkeit kleiner Proteine in experimentell zugänglichen Sequenzräumen (A02),2002,2005,10365,Humboldt-Universität zu Berlin,4,
5377243,Modellierung von Signalketten - der Einfluss des Ras-Signalwegs auf Zielgene (A03),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377251,Die Rolle der circadianen Uhr für Tumorentstehung/-progression (A04),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377259,Verständnis der biologischen Funktion von menschlichen Proteinen mit HEAT-repeats (A05),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377274,Partnerwahl bei Heuschrecken: Auswirkungen physiologischer und evolutionärer Randbedingungen auf die neuronale Verarbeitung akustischer Kommunikationssignale (B01),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377295,"Transmission, Kodierung und Inferenz in rekurrenten, modularen Systemen (B02)",2002,2005,10365,Humboldt-Universität zu Berlin,4,
5377303,Synaptische Leitfähigkeiten während 'sharp wave-ripple' Komplexen (B03),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377314,Hochfrequente (600 Hz) Komponenten im nicht-invasiven Primaten-EEG: Analyse und Modellierung der Submillisekunden-Kohärenz kortikaler Reiz-evozierter 'population spike bursts' (B04),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377334,Manipulation von Wirtsorganismen durch parasitäre Endosymbionten: Zusammenführung proximater und ultimater Ansätze (C01),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377341,Eingriffe von Parasiten in das Immunsystem ihrer Wirte (C02),2002,2009,10365,Humboldt-Universität zu Berlin,8,
5377345,Dynamik des immunologischen Gedächtnisses (C03),2002,2013,10365,Humboldt-Universität zu Berlin,12,
5377363,"Struktur, Dynamik und evolutionäre Optimierung zellulärer Reaktionsnetzwerke (C04)",2002,2009,10365,Humboldt-Universität zu Berlin,8,
5377381,"Projektübergreifende Kommunikation, zentrale Dienste und Verwaltung (Z)",2002,2013,10365,Humboldt-Universität zu Berlin,12,
5382381,Adsorption und Reaktion ungesättigter Kohlenwasserstoffe auf Vanadiumoberflächen (C07),2002,2003,10365,Humboldt-Universität zu Berlin,2,
5382401,"Structure determination of VOx and related surfaces, thin films and interfaces based on scanned-energy mode photoelectron diffraction (C08)",2002,2011,10365,Humboldt-Universität zu Berlin,10,
5386913,Hemmung des Wachstums epithelialer Tumore durch Expression Apoptose-induzierender Gene (YE 2),1997,2000,10365,Humboldt-Universität zu Berlin,4,
5421188,Mechanische Eigenschaften makomolekularer Verbundsysteme auf modifizierten Festkörperoberflächen (A11),2004,2009,10365,Humboldt-Universität zu Berlin,6,
5421194,Strukturbildung und Dynamik in selbstorganisierenden Blockcopolymer-Tensid Mischsystemen (A12),2004,2006,10365,Humboldt-Universität zu Berlin,3,
5421202,Morphologie und Dynamik formstabiler Makromoleküle an Oberflächen (A13),2004,2009,10365,Humboldt-Universität zu Berlin,6,
5421204,Synthese molekularer Objekte mit neuer Architektur und deren hierarchische Strukturbildung (A14),2004,2005,10365,Humboldt-Universität zu Berlin,2,
5421228,Molekulare Prozesse in mesoskopisch strukturierten Polyelektrolytsystemen (C 01),2004,2009,10365,Humboldt-Universität zu Berlin,6,
5421232,"Immobile Wasservolumen, photoaktive Heterodimere, chirale Fasern und leitfähige Porphyrin-Polymere in Membranlandschaften (C 02)",2004,2004,10365,Humboldt-Universität zu Berlin,1,
5421234,Mehr-Schritt-Elektron-Transfer in Farbstoff-Dendrimer-Gerüsten (C 03),2004,2006,10365,Humboldt-Universität zu Berlin,3,
5421236,Organisch-anorganische Halbleiternanostrukturen: Untersuchung von Energietransferprozessen und nichtlinear optischen Eigenschaften (C 04),2004,2009,10365,Humboldt-Universität zu Berlin,6,
5421241,Nanophasenseparierte organisch-organische Heterostrukturen in dünnen Filmen (C 05),2004,2009,10365,Humboldt-Universität zu Berlin,6,
5421247,Photoinduziertes Wachstum von Hybridstrukturen aus Farbstoffaggregaten und Metall-Nanopartikeln (C 06),2004,2009,10365,Humboldt-Universität zu Berlin,6,
5421249,Elektronentransferreaktionen in Materialien mit Polaritätsgradient (C 07),2004,2006,10365,Humboldt-Universität zu Berlin,3,
5421466,Synthese und Reaktivität von Molekülmodellen für die aktiven Zentren Vanadiumoxid-basierter Katalysatoren (B05),2003,2011,10365,Humboldt-Universität zu Berlin,9,
5433711,Zentrale Aufgaben des Sonderforschungsbereichs (Z),2004,2013,10365,Humboldt-Universität zu Berlin,10,
5433717,Oratorik als Stabilisierung politischer Ordnungen: Rede- und Bildkulturen westeuropäischer Repräsentativ-Versammlungen und des sowjetischen Zentralkomitees im Vergleich (A01),2004,2013,10365,Humboldt-Universität zu Berlin,10,
5433723,Religiöse und säkulare Repräsentationen in Machtsystemen der Frühen Neuzeit (A03),2004,2012,10365,Humboldt-Universität zu Berlin,9,
5433729,"Ordnung durch Vergemeinschaftung: Zeremonielle Pädagogik in Stabilisierungs-Prozessen postrevolutionärer Gesellschaften in Deutschland, Italien, Spanien und der Sowjetunion,1920er- bis 1950er-Jahre (A04)",2004,2013,10365,Humboldt-Universität zu Berlin,10,
5433733,"Repräsentationen Europas und transnationale Öffentlichkeiten im Vergleich: Europa, arabische Welt, Russland, 1850er-1910er und 1990er Jahre (A05)",2004,2012,10365,Humboldt-Universität zu Berlin,9,
5433737,Politische Mythen in Deutschland nach 1989 (A06),2004,2008,10365,Humboldt-Universität zu Berlin,5,
5433739,"Tourismus, Krieg und Erinnerung in Post-Konflikt-Städten: Beirut und Sarajevo im Vergleich (A07)",2004,2013,10365,Humboldt-Universität zu Berlin,10,
5433741,Vertrauen durch Anwesenheit (B01),2004,2012,10365,Humboldt-Universität zu Berlin,9,
5433753,Politische Repräsentation in transnationalen Räumen afrikanischer Moderne (B02),2004,2012,10365,Humboldt-Universität zu Berlin,9,
5433765,Repräsentationen von Melayu in Kontexten von Krisen (B03),2004,2012,10365,Humboldt-Universität zu Berlin,9,
5433767,"Post-Sozialistische Zivilgesellschaften?: Urbane Akteure, Räume und Praxen in Jerewan (Armenien), Baku (Aserbaidschan) und Tbilisi (Georgien) im ethnografischen Vergleich (B04)",2004,2013,10365,Humboldt-Universität zu Berlin,10,
5433798,Sozialistische Kampagnen in Zentralasien. Eine vergleichende akteurszentrierte Untersuchung zu Repräsentationen von Reinheit (C01),2004,2008,10365,Humboldt-Universität zu Berlin,5,
5433800,Konstruktion sozialer Deutungsmuster aus dem Geist nationaler Selbstbestimmung: Beruf und Bildung im peronistischen Argentinien und in der indischen Unabhängigkeitsbewegung (C02),2004,2012,10365,Humboldt-Universität zu Berlin,9,
5433808,"(Sub-) Politiken der Stabilisierung: Praktiken der Normalisierung und Standardisierung assistierender Reproduktionstechnologien in der Türkei, Deutschland und Großbritannien (C04)",2004,2013,10365,Humboldt-Universität zu Berlin,10,
5434056,Stochastische Modellierung intrazellulärer Kalziumdynamik in kleinen Zellen: Nukleationswahrscheinlichkeiten für Wellen in diskreten anregbaren Medien (B 09),2004,2010,10365,Humboldt-Universität zu Berlin,7,
5434060,Nichtlineare Dynamik räumlich ausgedehnter Ökosysteme (C 07),2004,2007,10365,Humboldt-Universität zu Berlin,4,
5442640,Quellen der Normativität: Antike Ansätze und ihre Transformation in der Gegenwart (A01),2005,2012,10365,Humboldt-Universität zu Berlin,8,
5442642,Dämonen und Heil (A02),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5442644,Sympathie. Zur Transformations- und Funktionsgeschichte des Mit-Fühlens zwischen 1600 und 1800 (A03),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5442646,Transformationen antiker Historiographie und Historik in Mittelalter und Renaissance (A04),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5442650,"Bios und Techne - Transformationen antiker Wissensformen: Enzyklopädie, Bild, Begriff (A05)",2005,2012,10365,Humboldt-Universität zu Berlin,8,
5442652,Finale der Antike. Die analytische Wende der Mechanik zwischen Emanzipationsansprüchen und tradierten Denkmodellen (A06),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5442681,Transformationen europäischer Ursprungs- und Zukunftsnarrationen (A07),2005,2009,10365,Humboldt-Universität zu Berlin,5,
5442687,Zentrum und Provinz: Kulturkonstruktionen als Transformationen der Antikevorstellung im 19. Jahrhundert (A 09),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5442707,Strukturwandel der Alten Geschichte im 19. Jahrhundert (A10),2005,2012,10365,Humboldt-Universität zu Berlin,8,
5442711,"Identität in der Verwandlung. Figuren von Metamorphose und Konversion in der Literatur der Antike, des Mittelalters und der Frühen Neuzeit (B02)",2005,2012,10365,Humboldt-Universität zu Berlin,8,
5442713,Diversität und Alterität. Bildliche Transformationen römischer Historie(n) in der italienischen Renaissance (B03),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5442715,Klassifikation und Pluralisierung: Antike(n) im Museum (B04),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5442741,Literarische Transformationen der Antike im Jahrhundert nach dem Tod Goethes (B06),2005,2012,10365,Humboldt-Universität zu Berlin,8,
5442743,Übersetzung der Antike (B07),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5442747,Der differente Gott. Konstruktionen des Dionysos in der Moderne (B08),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5442749,Transformationen des antiken Theaters als Konstruktionen neuer kultureller Modelle (B09),2005,2009,10365,Humboldt-Universität zu Berlin,5,
5442751,Zentrale Aufgaben des Sonderforschungsbereichs (Z),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5443400,Theorie zur Photoprotektion und zum Lichtsammelprozess im LHC-II von Pflanzen und zum Anregungsenergie- und Ladungstransfer in Chlorophyll-d-haltigen Cyanobakterien (A 09),2005,2010,10365,Humboldt-Universität zu Berlin,6,
5443433,Regulation der Atmung in Pflanzen (A11),2005,2010,10365,Humboldt-Universität zu Berlin,6,
5443551,Untersuchungen zu Interaktionen und Regulation von Saccharose-Transportproteinen aus Solanum tuberosum (B11),2005,2010,10365,Humboldt-Universität zu Berlin,6,
5443555,Funktion der Cytokinine bei der Regulation des Primärstoffwechsels (B12),2005,2010,10365,Humboldt-Universität zu Berlin,6,
5444855,"Strings, D-Branes, and Manifolds of Special Holonomy (A01)",2005,2009,10365,Humboldt-Universität zu Berlin,5,
5444858,Special Geometries and Fermionic Field Equations (A02),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444864,Singularities in Manifolds with Special Holonomy (A03),2005,2012,10365,Humboldt-Universität zu Berlin,8,
5444866,"Quasilinear Wave Equations, Membranes and Supermembranes (A04)",2005,2012,10365,Humboldt-Universität zu Berlin,8,
5444872,"Conformal Symmetry, Supergravity, and teh AdS/CFT Correspondence (A 06)",2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444874,"Almost One-Dimensional Systems, Spectral Analysis, and Evolution Equations (B01)",2005,2012,10365,Humboldt-Universität zu Berlin,8,
5444878,"Singularity Structure, Longtime Behaviour and Dynamics of Solutions of Nonlinear Evolution Equations (B03)",2005,2012,10365,Humboldt-Universität zu Berlin,8,
5444880,Geometry and Physics of Spacelike Hypersurfaces in Lorentzian Manifolds (B04),2005,2012,10365,Humboldt-Universität zu Berlin,8,
5444882,Evolution of Geometrical Structures in Classical and Quantum Cosmology (B 05),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444884,Analytic and Spectral Properties of Geometric Operators (B06),2005,2012,10365,Humboldt-Universität zu Berlin,8,
5444894,Zentrale Aufgaben des Sonderforschungsbereichs (Z),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5444918,Risiko und Design von Management Vergütungsverträgen (A 01),2005,2007,10365,Humboldt-Universität zu Berlin,3,
5444928,Optimierung dynamischer Konsumströme unter Ungewissheit (A 03),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444930,Optimale Risikoverteilung in Organisationen (A 04),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444954,Strategisches Risiko in experimentellen Spielen (A06),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5444967,Dynamische semiparametrische Modellierung (B01),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5444971,Markenbewertung und Bewertung von Markenstrategien (B02),2005,2012,10365,Humboldt-Universität zu Berlin,8,
5444975,Die lokale Inzidenz von Schocks - die Rolle des Immobilienmarktes (B03),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5444977,Messung von Unternehmenswert und Risikoprämien (B 04),2005,2007,10365,Humboldt-Universität zu Berlin,3,
5444983,Strukturadaptive Datenanalyse (B05),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5444985,Stochastische Analysis von Finanzmärkten mit heterogener Information (B 06),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444987,"Makroökonomische Risiken: Faktoren, Kapitalmärkte und wirtschaftspolitische Konsequenzen (C 01)",2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444989,Einheitswurzel- und Kointegrationsmethodik (C 02),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444991,"Internationale makroökonomische risiken, ihre Ursachen und ihre konjunkturpolitische Beherrschbarkeit (C 03)",2005,2008,10365,Humboldt-Universität zu Berlin,4,
5444999,Stochastische Optimierung für ökonomische Modelle unter Berücksichtigung von Zeitverzögerungseffekten (C 04),2005,2007,10365,Humboldt-Universität zu Berlin,3,
5445003,Gesamtwirtschaftliches Risiko in langfristiger Perspektive (C 05),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5445013,Quantitative Analyse der Geldpolitik im erweiterten Europa (C 06),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5445015,Makroökonomisches Risiko an Arbeits- und Finanzmärkten (C07),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5445017,Financial and Economic Data Center (FEDC) (D),2005,2008,10365,Humboldt-Universität zu Berlin,4,
5445025,Verwaltung (Z),2005,2016,10365,Humboldt-Universität zu Berlin,12,
5475820,"SFB 273: Hyperthermie: Methodik, Klinik und Biologie",1994,2002,10365,Humboldt-Universität zu Berlin,9,
5479123,SFB 373: Quantifikation und Simulation ökonomischer Prozesse,1994,2003,10365,Humboldt-Universität zu Berlin,10,
5482335,SFB 448: Mesoskopisch strukturierte Verbundsysteme,1998,2009,10365,Humboldt-Universität zu Berlin,12,
5482452,SFB 555: Komplexe nichtlineare Prozesse: Analyse - Simulation - Steuerung - Optimierung,1998,2010,10365,Humboldt-Universität zu Berlin,13,Mathematik
5483172,"SFB 429: Molekulare Physiologie, Energetik und Regulation primärer pflanzlicher Stoffwechselprozesse",1999,2010,10365,Humboldt-Universität zu Berlin,12,Grundlagen der Biologie und Medizin
5483503,"SFB 546: Struktur, Dynamik und Reaktivität von Übergangsmetalloxid-Aggregaten",1999,2011,10365,Humboldt-Universität zu Berlin,13,
5483887,TFB 17: Internalisierung von heptahelikalen Rezeptoren und deren Liganden - Anwendung in der bildgebenden Diagnostik,1999,2002,10365,Humboldt-Universität zu Berlin,4,
5485271,"SFB 618: Theoretische Biologie: Robustheit, Modularität und evolutionäres Design lebender Systeme",2002,2013,10365,Humboldt-Universität zu Berlin,12,Grundlagen der Biologie und Medizin
5486075,SFB 640: Repräsentationen sozialer Ordnungen im Wandel: Interkulturelle und intertemporäre Vergleiche,2004,2013,10365,Humboldt-Universität zu Berlin,10,
