source,target,value
1159629,1345834,1
1159629,1362537,1
1159629,1365033,2
1159629,1671637,1
1159629,1722575,1
1159629,1799644,1
1159629,1812534,1
1159629,22258494,1
1159629,40116296,1
1159629,150351773,1
1159707,1645104,1
1159722,258979,1
1159722,418512,1
1159722,1051424,1
1159722,1055627,1
1159722,1305185,1
1159722,154384914,2
1159776,239225659,1
1159787,1080761,1
1159787,1196158,1
1159787,1234794,2
1159787,1330183,1
1159787,1633851,1
1159787,1674211,1
1159787,35021415,2
1159787,160606101,1
1159787,191799166,1
1159787,283845175,1
1159787,290128374,1
1159934,1185191,1
1159934,1202337,1
1159934,1284598,1
1159934,1452157,1
1159934,232130998,1
1160068,1197496,1
1160068,1288534,1
1160068,1289871,1
1160068,1332046,1
1160068,1363737,1
1160068,1416533,1
1160068,1686012,1
1160091,6132,2
1160091,6201,2
1160091,455651,1
1160091,987780,1
1160091,1101011,1
1160091,1213469,1
1160091,1271062,1
1160091,1315532,2
1160091,1350051,2
1160091,1377946,1
1160091,1395277,1
1160091,1395479,1
1160091,1399581,1
1160091,1409779,1
1160091,1430419,2
1160091,1451184,1
1160091,1464727,3
1160091,1474740,1
1160091,1621768,1
1160091,1677861,2
1160091,1712314,1
1160091,1715262,2
1160091,1717454,1
1160091,1732062,2
1160091,1749025,1
1160091,1760472,2
1160091,1762379,2
1160091,1763092,1
1160091,1763474,1
1160091,1767283,1
1160091,1805191,1
1160091,1818765,1
1160091,1869637,1
1160091,50950197,1
1160091,162043406,1
1160091,165484752,2
1160091,166220289,1
1160091,203204079,1
1160091,214416345,1
1160091,215923880,1
1160091,226007942,1
1160091,320291303,1
1160091,323435901,1
1160132,1864264,1
1160322,1272665,1
1160322,1607979,1
1160389,1125928,1
1160389,1325226,1
1160389,1440689,1
1160389,1485300,1
1160389,1538776,2
1160389,19595409,1
1160470,1188240,1
1160470,1369194,1
1160506,1050990,1
1161151,1360676,1
1161151,1470030,1
1161151,1977268,1
1161151,37251338,1
1161160,1413460,1
1161160,1420924,1
1161160,1810961,1
1161200,162530477,1
1161200,163602310,1
1161229,1784654,1
1161828,258330,1
1161828,262208,1
1161828,1334638,1
1161828,1628280,1
1161828,1688703,1
1162047,1054363,1
1162047,1108876,1
1162047,1356725,1
1162247,1370351,1
1162247,1755712,1
1162247,72619672,1
1162708,1059292,1
1162708,1150116,1
1162708,1163129,1
1162708,1188240,1
1162708,1201400,1
1162708,1412976,1
1162708,1432268,1
1162708,1441808,1
1162708,1525522,1
1162708,1603314,1
1162708,1615728,1
1162708,1637993,1
1162708,1684363,1
1162708,1708276,1
1162708,1716443,1
1162708,1791985,1
1162708,1839070,1
1162708,24081190,1
1162708,33893302,1
1162708,164129600,1
1162708,165254862,1
1162708,193686550,1
1162808,987545,1
1162808,1265228,1
1162808,1637988,1
1162808,50090669,1
1163129,1150116,1
1163129,1188240,1
1163129,1412976,1
1163129,1432268,1
1163129,1441808,1
1163129,1525522,1
1163129,1637993,1
1163129,1708276,1
1163129,24081190,1
1163129,165254862,1
1163223,1307701,1
1163262,1250437,1
1163262,1443426,1
1163262,1649026,1
1163262,63485342,1
1163409,113315353,1
1163463,1088963,1
1163502,1336701,1
1163502,1343193,2
1163502,1423673,1
1163570,1641052,1
1163614,256703,1
1163614,1055404,1
1163614,1234022,1
1163614,162637478,1
1163659,1143532,1
1163659,1203943,1
1163659,1382465,1
1163659,1444176,1
1163725,252366,1
1163725,814837,1
1163725,1023626,1
1163725,1407047,1
1163725,1448828,1
1163725,1454115,1
1163725,1477749,1
1163725,1547921,1
1163725,1656490,1
1163725,1697112,1
1163725,1721732,1
1163725,1724708,1
1163725,1735509,1
1163725,1828702,1
1163725,1852277,1
1163725,15560443,1
1163725,32725135,1
1163725,185151482,1
1163725,201502985,1
1163725,215731705,1
1163922,1014298,1
1163922,1025944,1
1163922,1061552,2
1163922,54677656,1
1164019,1059292,1
1164019,1073137,1
1164019,1078095,1
1164019,1104565,1
1164019,1220486,1
1164019,1281305,1
1164019,1290572,1
1164019,1364077,1
1164019,1415436,1
1164019,1432268,1
1164019,1441808,1
1164019,1503332,2
1164019,1515067,1
1164019,1525522,1
1164019,1637993,1
1164019,1642874,1
1164019,1660629,1
1164019,1723812,1
1164019,1771651,1
1164019,1791985,1
1164019,1836356,1
1164019,24081190,1
1164019,47080011,1
1164019,164129600,1
1164019,165254862,1
1164019,259018324,1
1164029,1184823,1
1164038,1601398,1
1164078,1394387,1
1164078,1639222,1
1164137,1423757,1
1164137,1691949,1
1164137,1704981,1
1164137,259120013,1
1164199,1500955,1
1164265,261649,1
1164265,261665,1
1164265,1016215,1
1164265,1096184,1
1164265,1362784,1
1164265,1655582,1
1164293,1014371,1
1164293,1030299,1
1164293,1042934,1
1164293,1094296,1
1164293,1190794,1
1164293,1293956,1
1164293,1344485,1
1164293,1366651,1
1164293,1372954,1
1164293,1389792,1
1164293,1413757,1
1164293,1548280,1
1164293,1602583,1
1164293,1660040,1
1164293,1686602,1
1164293,1706084,1
1164293,1743504,1
1164293,212783424,1
1164293,216381549,1
1164293,254832413,1
1164729,994357,1
1164729,1209892,1
1164729,1374020,1
1164729,1395720,1
1164729,1574156,1
1164729,1580031,2
1164729,240029716,2
1164835,1312532,2
1164835,1771829,1
1164835,1874823,1
1164835,2047082,1
1164835,236397727,1
1164835,236397875,1
1164863,1391646,1
1164893,995167,1
1164893,1018095,1
1164893,1187910,1
1164893,1305126,2
1164893,1375829,1
1164893,1416624,1
1164893,1582945,1
1164893,1619237,1
1164893,1622114,1
1164893,1647343,1
1164893,1661655,1
1164893,1701354,1
1164893,1731355,1
1164893,1862672,1
1164893,70018634,1
1164893,70264892,1
1164893,71985045,1
1164893,132812610,1
1164893,190717816,1
1164893,191331641,1
1164893,220764935,1
1164893,227694061,1
1164893,236146867,1
1164975,256491,1
1164975,988528,1
1164975,1052642,1
1164975,1055811,1
1164975,1100082,1
1164975,1114158,1
1164975,1188650,1
1164975,1202759,1
1164975,1239974,1
1164975,1278387,1
1164975,1383225,1
1164975,1428114,1
1164975,1555628,1
1164975,1811048,1
1164985,1254982,1
1164985,1595923,1
1164985,1761643,1
1164985,53490044,1
1164985,80053842,1
1164985,257746592,1
1165113,990565,1
1165113,1340634,1
1165113,1359285,1
1165113,1455523,1
1165113,1828515,1
1165113,1869975,1
1165113,26519309,1
1165113,182762564,1
1165113,237658015,1
1165193,1803501,1
1165193,127691880,1
1165251,969351,1
1165251,1036351,1
1165251,1134765,1
1165251,1177177,1
1165251,1271860,1
1165251,1362657,1
1165251,1366915,2
1165251,1370138,1
1165251,1659883,1
1165251,67232912,1
1165251,183606407,1
1165251,210230853,1
1165251,246353815,1
1165936,1023719,1
1165936,1029158,1
1165936,1182096,1
1166608,5171,1
1166608,6196,1
1166608,260610,1
1166608,1061226,1
1166608,1115820,1
1166608,1138467,1
1166608,1171578,1
1166608,1174596,1
1166608,1208730,1
1166608,1244002,1
1166608,1309431,1
1166608,1462505,1
1166608,1474719,7
1166608,1771356,1
1166608,1821462,1
1166608,1966597,2
1166662,1046833,1
1166662,1101648,1
1166662,1170112,1
1166662,1226008,1
1166662,1422896,1
1166662,1435359,1
1166662,1535937,1
1166662,1591335,2
1166662,1703519,1
1166662,1752951,2
1166662,1798677,1
1166662,63649401,1
1166882,1627373,1
1166914,250622,1
1166914,418172,1
1166914,1416055,1
1166914,1824459,1
1166941,214371581,2
1166941,214448257,1
1167081,1096671,1
1167081,1354836,1
1167309,262301,1
1167309,262315,1
1167309,1076426,1
1167309,1772757,1
1167309,1799215,1
1167584,1782218,1
1167656,1657018,1
1167760,258829,1
1167760,391362,1
1167760,995167,1
1167760,1029643,1
1167760,1105909,1
1167760,1106783,1
1167760,1139996,1
1167760,1183584,1
1167760,1277998,1
1167760,1307267,1
1167760,1395926,1
1167760,1401060,1
1167760,1575645,1
1167760,1686022,1
1167779,1108360,1
1167784,1023719,1
1167784,1565311,1
1167784,1625432,1
1167862,1023719,1
1167862,1321766,1
1167862,1350216,1
1167862,1684483,1
1167862,1705173,1
1167862,1710762,1
1167862,1725215,1
1167862,1838154,1
1167862,1849563,1
1167886,1159722,1
1167890,1000120,1
1167890,1011105,1
1167890,1077519,1
1167890,1143702,1
1167890,1489764,1
1167890,1594245,1
1167890,1604137,1
1168074,1440758,1
1168074,1492151,1
1168074,1721068,1
1168120,47612669,1
1168120,198165389,1
1168120,214579306,1
1168194,1363932,1
1168194,1374876,1
1168194,1461552,1
1168194,1652868,1
1168194,1718340,1
1168194,1747394,1
1168194,1848281,1
1168194,1859403,1
1168194,16668551,1
1168194,38334738,1
1168240,1619794,1
1168240,1749413,1
1168240,71021832,1
1168240,83945242,1
1168317,1010971,1
1168317,1054674,1
1168317,1064041,2
1168317,1064558,1
1168317,1294079,1
1168317,1365893,2
1168317,1460475,2
1168317,1679749,1
1168317,1920894,1
1168317,1920914,1
1168317,2020313,1
1168317,40628830,1
1168317,40628919,1
1168904,5667,1
1168904,258042,1
1168904,261780,1
1168904,987782,1
1168904,1078180,1
1168904,1089361,1
1168904,1215873,1
1168904,1254155,1
1168904,1460814,1
1168904,1464345,1
1168904,1609746,1
1168979,1086132,1
1168979,1668445,1
1169253,1514374,1
1169253,1679603,1
1169253,1849304,2
1169546,262799554,1
1169727,1639213,1
1169727,1736714,1
1169727,1737911,1
1169727,1768921,1
1169757,253445,1
1169757,1045335,1
1169757,1279786,1
1169757,1452229,1
1169757,1461872,1
1169757,1652115,1
1169757,1658425,1
1169802,1839523,1
1169802,202539671,1
1169888,1560909,1
1169888,1687097,1
1169920,1371838,1
1169920,1647392,1
1169920,1775385,4
1169920,1808496,1
1169920,16832241,1
1169920,77412122,1
1169920,118742120,1
1169920,173360365,1
1169920,182807269,1
1169930,259173,1
1169973,252895,1
1169973,259354,1
1169973,380864,1
1169973,380867,1
1169973,997347,2
1169973,1063694,1
1169973,1164052,2
1169973,1170711,1
1169973,1184029,2
1169973,1217815,2
1169973,1250785,1
1169973,1259326,1
1169973,1334264,1
1169973,1629658,1
1170112,1226008,1
1170112,1422896,1
1170112,1703519,1
1170112,63649401,1
1170222,41078928,1
1170222,193600461,1
1170538,1208777,1
1170678,5715,2
1170678,179042191,2
1170711,5446,1
1170711,252773,1
1170711,447661,1
1170711,997347,1
1170711,1040170,1
1170711,1053252,1
1170711,1128810,1
1170711,1138083,1
1170711,1155110,1
1170711,1164052,1
1170711,1184029,1
1170711,1190384,1
1170711,1199318,1
1170711,1217815,1
1170711,1284220,1
1170711,1371751,2
1170711,1400866,1
1170711,1473605,1
1170711,1579338,1
1170711,1595258,2
1170711,1648379,1
1170711,1687626,1
1170711,1692328,1
1170711,1731218,1
1170711,1758141,1
1170711,1761656,1
1170711,1766446,1
1170711,23016801,2
1170711,27194906,1
1170711,32195161,1
1170711,45523412,1
1170711,81344179,1
1170711,187375637,1
1170711,198620460,1
1170711,207291153,1
1170711,231315370,1
1170731,1172838,1
1170731,1281363,1
1170731,1423426,1
1170731,1962301,1
1170731,85747547,1
1170731,170491883,1
1170731,212380726,1
1170784,1474629,1
1170813,993150,1
1170813,1791048,1
1170930,1109892,1
1170930,1382909,1
1170930,1586109,1
1170930,1703000,1
1170930,1736651,1
1171534,378138,1
1171534,1234838,1
1171534,1600348,1
1171534,1651389,1
1171534,1662826,1
1171534,1809199,1
1171534,1826814,1
1171578,5171,1
1171578,6196,1
1171578,260610,1
1171578,1061226,1
1171578,1115820,1
1171578,1138467,1
1171578,1174596,1
1171578,1208730,1
1171578,1244002,1
1171578,1474719,1
1171578,1771356,1
1171694,1096156,1
1171694,1209728,1
1171779,1622065,1
1171987,1036351,1
1171987,1134765,1
1171987,1165251,1
1171987,67232912,1
1171987,183606407,1
1171987,210230853,1
1171987,211746361,1
1171987,211798533,2
1171987,246353815,1
1171987,330593887,1
1172011,259623,1
1172011,259625,1
1172011,1095047,1
1172011,1178548,1
1172011,1434884,1
1172011,1436461,1
1172011,1491549,1
1172011,1605851,1
1172011,1761368,2
1172111,1001816,1
1172156,1121599,1
1172156,1128086,1
1172156,1197293,1
1172156,1225564,1
1172156,1251354,1
1172156,1279712,1
1172156,1364338,1
1172156,1610593,1
1172156,1724779,1
1172156,1791048,1
1172156,1831723,1
1172156,1849563,1
1172156,1872056,1
1172156,15929301,1
1172156,20988065,1
1172182,1053802,1
1172182,1180539,1
1172182,1245063,1
1172182,1272074,1
1172182,1300018,1
1172182,1329419,1
1172182,1376712,1
1172182,1388290,1
1172182,1410352,1
1172182,1430210,1
1172182,1434084,1
1172182,1536515,1
1172182,1580228,1
1172182,1687920,1
1172182,1701827,1
1172182,1827572,1
1172182,1868453,1
1172182,215674526,1
1172280,5425,1
1172280,1029835,1
1172280,1048899,1
1172280,1097275,1
1172280,1110118,1
1172280,1259029,1
1172280,1315063,1
1172280,1378061,1
1172280,1415515,1
1172280,1516382,1
1172280,1593588,1
1172354,1243054,1
1172354,1248143,1
1172354,1329722,1
1172354,1368600,1
1172354,1581566,1
1172354,1610757,1
1172354,1623948,1
1172354,1671932,1
1172354,1750080,1
1172354,1821168,1
1172354,1831323,1
1172354,16093364,1
1172354,20211125,1
1172354,27358035,1
1172354,55150320,1
1172354,68523205,1
1172354,73792381,1
1172354,127795638,1
1172354,249993669,1
1172354,256786356,1
1172354,269321290,1
1172412,1197293,1
1172412,1382020,1
1172412,1443091,1
1172412,1617598,1
1172412,1671952,1
1172412,1792805,1
1172412,32337477,1
1172412,82245122,1
1172412,179678034,1
1172504,257335,1
1172504,1055627,1
1172504,1072672,1
1172504,1113058,1
1172504,1159722,1
1172504,1390118,1
1172504,1575199,1
1172504,1656336,1
1172504,1756455,1
1172582,253717,1
1172609,5362,1
1172609,261350,1
1172609,1006851,1
1172609,1068072,1
1172609,1088318,1
1172609,1258304,1
1172609,1277785,1
1172609,1584009,1
1172609,1651155,1
1172609,1662187,1
1172609,1810260,1
1172637,389350,1
1172637,1055736,1
1172637,1298406,1
1172637,1334871,1
1172637,1378061,1
1172637,1396161,1
1172637,1408752,1
1172637,1419311,1
1172637,1568816,1
1172637,1716862,1
1172637,1742614,1
1172637,1774497,1
1172637,1793673,2
1172637,1826774,1
1172637,1836631,1
1172637,1874960,1
1172637,62829848,1
1172637,87958888,1
1172637,89249010,1
1172637,89249294,1
1172637,89269831,1
1172659,1387675,1
1172659,1411092,2
1172672,1095005,1
1172672,1197378,1
1172672,1288780,1
1172672,1522797,1
1172672,1528905,1
1172672,1578050,1
1172672,1652190,1
1172672,1890559,1
1172838,1423426,1
1172838,1962301,1
1172912,251428646,1
1172944,1205480,1
1172944,1352384,1
1172944,1831125,1
1172944,12898216,1
1173035,1440173,1
1173060,1386952,1
1173263,1595923,1
1173390,1148768,1
1173390,1335646,1
1173390,1336375,1
1173390,1738031,1
1173402,1003215,2
1173402,1185010,2
1173425,1401633,1
1173425,1643230,1
1174308,253711,1
1174308,253717,1
1174308,260482,1
1174308,260484,1
1174308,1078633,1
1174308,1078832,1
1174596,5171,1
1174596,1061226,1
1174596,1208730,1
1174596,1603325,1
1174596,1933319,1
1174785,1640938,1
1174785,1737859,1
1174785,1754681,1
1174785,1754691,1
1174904,1392730,1
1175065,1104318,2
1175065,1941473,1
1175335,1980149,1
1175335,221498185,5
1175335,278166626,1
1175462,1240731,1
1175462,1647099,1
1175462,1647109,2
1175462,1647183,1
1175462,1787171,1
1175462,1948074,1
1175477,1155730,1
1175477,1158126,1
1175477,1195606,1
1175477,1197979,1
1175477,1222770,1
1175477,1413781,1
1175543,1696652,1
1175930,356686150,1
1176178,1235110,1
1176178,1245144,1
1176178,1343214,1
1176178,1555355,1
1176178,1657442,1
1176178,1723148,1
1176178,1763869,2
1176178,1782793,1
1176178,1788006,1
1176178,2030531,1
1176178,12653312,1
1176178,18553804,1
1176178,20435440,1
1176182,991350,1
1176182,1152295,1
1176182,1199318,1
1176182,1438838,1
1176182,1587328,1
1176182,1775919,1
1176182,53776506,1
1176187,1231847,1
1176187,1420816,1
1176219,1342809,1
1176247,1120802,1
1176247,1194962,1
1176247,1311504,1
1176292,1439876,1
1176331,1312532,1
1176331,65020946,1
1176368,6252,2
1176368,988064,1
1176368,995932,1
1176368,1116803,1
1176368,1245208,1
1176368,1264008,1
1176368,1372519,1
1176368,1393200,1
1176368,1648627,1
1176368,2025136,1
1176516,1030720,2
1176516,1078441,1
1176516,1252986,1
1176516,1260490,1
1176516,1264459,1
1176516,1333802,1
1176516,1423230,1
1176516,1688333,1
1176516,1764346,1
1176516,84927603,1
1176627,1630379,1
1176678,1395406,1
1176678,1549381,1
1176678,1621405,1
1176678,1739927,1
1177021,233861909,1
1177077,259385,2
1177077,1064529,1
1177077,1068221,2
1177077,1072640,2
1177077,1087367,1
1177077,1132493,1
1177077,1135162,1
1177077,1135595,1
1177077,1149144,1
1177077,1178174,1
1177077,1250449,1
1177077,1296313,2
1177077,1359981,1
1177077,1379418,1
1177077,1570914,1
1177077,1576448,1
1177077,1584361,1
1177077,1584394,2
1177077,1584404,1
1177077,1590919,1
1177077,1638639,1
1177077,1713401,1
1177077,1742755,3
1177077,1790433,1
1177077,1811259,1
1177077,1813718,2
1177077,1823836,1
1177077,1839523,1
1177077,12468481,1
1177077,55928430,1
1177112,1722901,1
1177129,1452993,1
1177129,1626266,1
1177177,1464373,1
1177229,1382751,1
1177455,258078,1
1177455,258082,1
1177455,260762,1
1177455,261702,1
1177455,1092748,1
1177455,1116898,1
1177455,1120745,1
1177455,1186162,1
1177455,1214558,1
1177455,1258227,1
1177745,1028011,1
1177745,1683491,1
1177745,1714579,1
1177745,1860300,1
1177745,1869392,1
1177745,14187624,1
1177745,18038832,1
1177745,216500402,1
1177745,216503076,1
1177745,283037366,1
1177853,6344,2
1177853,252196,1
1177853,260005,1
1177853,1002572,3
1177853,1009988,1
1177853,1045555,1
1177853,1095990,1
1177853,1138395,1
1177853,1154605,1
1177853,1373956,1
1177853,1427020,2
1177853,1434437,1
1177853,1435327,1
1177853,1459979,1
1177853,1602794,1
1177853,1644497,1
1177853,1676305,1
1177853,1719374,1
1177853,1968542,1
1177853,12631256,1
1177853,25556226,1
1177853,32459666,1
1177853,129494522,1
1177949,150285285,1
1177958,262134,1
1177958,1035044,1
1177958,1113595,1
1177958,1190794,1
1177958,1277046,1
1177958,1302731,1
1177958,1306437,1
1177958,1387019,1
1177958,1543921,1
1177958,1590551,1
1177958,1623217,1
1177958,1668500,1
1177958,1761380,1
1177992,6350,1
1177992,1187751,1
1177992,1368088,1
1177992,1425654,1
1177992,1546850,1
1177992,1555374,1
1177992,1593261,1
1177992,1665159,1
1177992,1684201,1
1177992,12651588,1
1177992,30329705,1
1177992,39093047,1
1177992,51646471,1
1177992,184792387,1
1177992,198780817,1
1177992,215873944,1
1178162,324465882,1
1178174,6638,1
1178174,253021,1
1178174,253027,1
1178174,259385,1
1178174,1064529,1
1178174,1068221,1
1178174,1072640,1
1178174,1296313,1
1178174,1411750,1
1178174,1570914,1
1178174,1621546,1
1178174,1713401,1
1178174,1813718,1
1178174,1839523,1
1178174,227350846,1
1178237,1370194,1
1178273,1741562,3
1178294,1337676,1
1178294,1466839,3
1178354,1174763,1
1178354,1450527,1
1178354,1458288,1
1178448,5425,1
1178448,997347,1
1178448,1046950,1
1178448,1053802,1
1178448,1067364,1
1178448,1080761,1
1178448,1180539,1
1178448,1198764,1
1178448,1201543,1
1178448,1371574,1
1178448,1376712,1
1178448,1416822,1
1178448,1451758,1
1178448,1457847,1
1178448,1516382,1
1178448,1556417,1
1178448,1560271,1
1178448,1569373,1
1178448,1669576,1
1178448,1693997,1
1178448,1822646,1
1178448,15130860,1
1178448,190979890,2
1178548,259623,1
1178548,1095047,1
1178548,1434884,1
1178548,1491549,1
1178548,1605851,1
1178548,1761368,2
1178564,6949,1
1178564,443428,1
1178564,1357362,1
1178564,1448907,1
1178564,1590499,1
1178588,79910636,1
1178588,234874654,1
1178650,1191515,1
1178650,1395768,2
1178650,1397054,1
1178650,1421292,2
1178650,1582295,1
1178724,988976,1
1178754,1300636,1
1178754,1893905,1
1178828,1304494,1
1178828,1738186,1
1178828,250046523,1
1178828,250046587,1
1178856,1004309,1
1178856,37026329,1
1178856,200838596,1
1178856,230799371,1
1178856,230800066,1
1178962,1330268,1
1179045,376548,1
1179045,1516475,1
1179045,1722443,1
1179109,1408116,1
1179146,259449,1
1179220,1601398,1
1179256,376708,1
1179256,1602049,1
1179359,1364013,2
1179359,1863927,1
1179359,17281777,1
1179433,1937592,1
1179659,1677471,1
1179659,1683400,1
1179659,1742923,1
1179659,103749518,1
1179659,311022796,1
1179789,1149302,1
1179789,137870949,1
1179800,1376782,1
1179823,1104163,1
1179823,171203840,1
1179981,1097153,1
1179981,1232713,1
1179981,1429128,1
1179981,1591915,1
1179981,118642414,2
1180244,1428862,1
1180305,1173425,1
1180305,1568585,1
1180512,1278371,1
1180512,1470169,1
1180524,1135285,1
1180524,1391800,1
1180524,1830222,1
1180524,114052393,1
1180524,142993099,1
1180539,1125928,1
1180539,1152045,1
1180539,1272074,1
1180539,1300018,1
1180539,1371574,1
1180539,1426575,1
1180539,1451758,1
1180539,1516382,1
1180539,1827572,1
1180539,109588443,1
1180539,243147276,1
1180622,258793,1
1180622,1045444,1
1180622,1131209,1
1180622,1294519,1
1180622,1373937,1
1180681,257067,1
1180681,257077,1
1180681,1077737,1
1180681,1150992,1
1180681,1240121,1
1180681,1324714,1
1180681,1411518,1
1181158,1458538,1
1181158,1458546,1
1181245,1304006,1
1181332,1126810,1
1181332,1309929,1
1181346,254195,1
1181346,1102994,1
1181346,1107310,1
1181346,1157513,1
1181346,1225209,1
1181346,1412008,1
1181346,1673205,1
1181456,6160,1
1181480,1225725,1
1181580,993556,1
1181580,1046310,1
1181580,1101257,1
1181580,1237780,1
1181580,1244820,1
1181580,1314482,1
1181580,1485364,1
1181580,1494855,1
1181580,1709186,1
1181580,1729624,1
1181759,1532557,1
1181789,1094657,2
1181789,1486418,2
1181803,1413361,1
1182084,1207905,1
1182096,1023719,1
1182096,1029158,1
1182102,1038545,1
1182102,1304967,1
1182236,14558094,1
1182347,1721672,1
1182352,250968,1
1182352,1214261,1
1182403,261393,1
1182403,987780,1
1182403,993946,1
1182403,1052825,1
1182403,1122014,1
1182403,1203066,1
1182403,1323818,1
1182403,1402062,1
1182403,1430419,1
1182403,1464727,1
1182403,1591867,1
1182403,1632097,1
1182403,1820538,1
1182529,1329047,3
1182545,990068,1
1182545,1782505,1
1182650,1808291,1
1182733,1191913,1
1182984,1262663,1
1183077,1120802,1
1183077,1130498,1
1183077,1176247,1
1183077,1194962,1
1183077,1311504,1
1183077,2032241,1
1183077,134163702,1
1183083,1511108,1
1183083,1827841,1
1183111,1175462,1
1183111,1647109,1
1183111,1647183,1
1183315,1068917,1
1183315,1080172,1
1183315,1235110,1
1183315,1245144,1
1183315,1681656,1
1183315,1751705,1
1183328,1361565,2
1183592,1010508,1
1183592,1686936,1
1183680,1030496,1
1183680,1099079,1
1183680,1254143,1
1183811,1135647,1
1183811,1859403,1
1183824,1255200,1
1183824,1411053,1
1183824,1829736,1
1183824,161822190,1
1183824,397266035,1
1184006,1014298,1
1184006,1379407,1
1184006,1382567,1
1184006,1428382,1
1184006,1579025,1
1184006,1581377,1
1184006,1594085,1
1184006,1634094,1
1184029,1164052,2
1184044,256212,1
1184044,987550,1
1184044,1021811,1
1184044,1049607,1
1184044,1084132,1
1184044,1171332,1
1184044,1290661,1
1184044,1364351,1
1184044,1411340,1
1184044,1465440,1
1184044,1555029,1
1184044,1562133,1
1184044,1625748,1
1184044,1657581,1
1184044,1663656,1
1184044,1672497,1
1184044,1709174,1
1184044,1709180,1
1184044,1737141,1
1184044,1756531,1
1184044,1757833,1
1184044,1770450,1
1184044,1772827,1
1184044,1781812,1
1184044,27685429,1
1184044,31373529,1
1184044,145410988,1
1184044,170955873,1
1184078,1089269,1
1184078,1219648,1
1184078,1651713,1
1184253,5301,1
1184253,5446,1
1184253,6877,1
1184253,1017400,1
1184253,1054570,1
1184253,1089326,3
1184253,1103152,1
1184253,1155110,1
1184253,1170711,1
1184253,1177177,1
1184253,1199318,1
1184253,1223031,1
1184253,1232990,1
1184253,1240240,1
1184253,1257782,1
1184253,1284220,1
1184253,1366915,1
1184253,1371751,1
1184253,1379695,1
1184253,1432805,1
1184253,1433243,2
1184253,1434228,1
1184253,1445680,1
1184253,1464096,1
1184253,1464373,2
1184253,1475934,1
1184253,1545664,1
1184253,1590669,1
1184253,1592455,1
1184253,1611508,1
1184253,1618565,1
1184253,1620593,2
1184253,1661744,1
1184253,1687626,2
1184253,1706878,1
1184253,1716715,1
1184253,1718746,1
1184253,1723002,1
1184253,1749836,1
1184253,1758141,1
1184253,1761656,1
1184253,1766446,1
1184253,1817679,1
1184253,1832532,1
1184253,1853218,1
1184253,1863134,1
1184253,1870149,1
1184253,20805750,1
1184253,23016801,1
1184253,27194906,1
1184253,32195161,1
1184253,35532437,1
1184253,45523412,2
1184253,65984495,1
1184253,96826934,1
1184253,162103316,1
1184253,173975800,1
1184253,191843035,1
1184253,215940046,1
1184283,1502492,1
1184283,1627576,1
1184333,1366840,1
1184333,1648526,1
1184333,1648538,1
1184333,1843881,3
1184354,257843,1
1184354,257847,1
1184354,260834,1
1184354,260838,1
1184354,999118,1
1184354,1021022,1
1184354,1053759,1
1184354,1100790,1
1184354,1188342,1
1184354,1201275,1
1184354,1240064,1
1184354,1274341,1
1184354,1312078,1
1184354,1362090,1
1184354,1422115,1
1184354,1470896,1
1184354,1489471,1
1184354,1588071,1
1184354,1837028,1
1184471,1788190,1
1184514,1251171,1
1184564,6563,1
1184564,261868,1
1184564,1037660,1
1184564,1159934,1
1184564,1185191,1
1184564,1186526,1
1184564,1202337,1
1184564,1262334,1
1184564,1321162,1
1184564,1388772,1
1184564,1435203,1
1184564,1452157,1
1184564,1459591,1
1184564,1580439,1
1184564,1640956,1
1184564,1675189,1
1184564,1703390,2
1184564,1717168,4
1184564,1758307,1
1184564,1815943,1
1184564,1833670,1
1184564,9623677,1
1184564,15130475,1
1184564,17752308,1
1184564,19985907,1
1184564,77494168,3
1184564,219117604,1
1184564,219147648,1
1184564,219147783,1
1184564,219148439,1
1184564,259437748,1
1184564,316993184,1
1184742,1385099,1
1184912,1415683,1
1184912,1425648,1
1184912,1597085,1
1184912,111124117,1
1184917,1367022,2
1184917,1419555,1
1184917,1440689,1
1184917,1455080,1
1184917,1592949,1
1184917,1682723,4
1184917,12590360,1
1184917,154608119,1
1184924,6621,1
1184924,1406851,1
1185010,1003215,2
1185056,1321477,1
1185056,1393241,1
1185056,1464373,1
1185056,1465265,1
1185056,1590669,1
1185056,1713891,1
1185056,1745214,1
1185056,48472116,1
1185056,185185210,1
1185056,216581346,1
1185056,216604183,1
1185215,374980,1
1185215,1045562,1
1185215,1457118,1
1185215,1513973,1
1185215,1748365,1
1185215,1759708,1
1185323,5554,1
1185323,1284529,1
1185323,1289969,1
1185323,1355598,1
1185323,1355740,1
1185323,1395947,1
1185323,1480621,1
1185323,1685047,1
1185486,1045435,1
1185486,1809538,1
1185486,29959922,1
1185583,987760,1
1185583,1020275,1
1185583,1207763,1
1185583,1259818,1
1185583,1425926,1
1185583,1427527,1
1185583,1475546,1
1185583,1476750,1
1185583,1566642,1
1185583,1688848,1
1185583,1870258,1
1185583,1977124,1
1185583,58938711,1
1185583,184504507,1
1185583,222434308,1
1185678,35633704,1
1185678,77800577,1
1185678,273165456,1
1185678,278523017,1
1186122,155938760,1
1186141,262004,1
1186141,262014,1
1186141,1018594,1
1186141,1109437,1
1186141,1117510,1
1186141,1147389,1
1186141,1230568,1
1186141,1302571,1
1186141,1368033,1
1186141,1460033,1
1186141,1569690,1
1186141,1628678,1
1186141,1633861,1
