project_id_number,institution_id,duration,year
5192716,10353,10,2001.0
5192716,10353,10,2002.0
5192716,10353,10,2003.0
5192716,10353,10,2004.0
5192716,10353,10,2005.0
5192716,10353,10,2006.0
5192716,10353,10,2007.0
5192716,10353,10,2008.0
5192722,10353,4,1999.0
5192722,10353,4,2000.0
5192722,10353,4,2001.0
5192722,10353,4,2002.0
5192740,10353,10,1999.0
5192740,10353,10,2000.0
5192740,10353,10,2001.0
5192740,10353,10,2002.0
5192740,10353,10,2003.0
5192740,10353,10,2004.0
5192740,10353,10,2005.0
5192740,10353,10,2006.0
5192740,10353,10,2007.0
5192740,10353,10,2008.0
5192746,10353,10,1999.0
5192746,10353,10,2000.0
5192746,10353,10,2001.0
5192746,10353,10,2002.0
5192746,10353,10,2003.0
5192746,10353,10,2004.0
5192746,10353,10,2005.0
5192746,10353,10,2006.0
5192746,10353,10,2007.0
5192746,10353,10,2008.0
5192752,10353,4,1999.0
5192752,10353,4,2000.0
5192752,10353,4,2001.0
5192752,10353,4,2002.0
5192758,10353,10,1999.0
5192758,10353,10,2000.0
5192758,10353,10,2001.0
5192758,10353,10,2002.0
5192758,10353,10,2003.0
5192758,10353,10,2004.0
5192758,10353,10,2005.0
5192758,10353,10,2006.0
5192758,10353,10,2007.0
5192758,10353,10,2008.0
5192764,10353,10,1999.0
5192764,10353,10,2000.0
5192764,10353,10,2001.0
5192764,10353,10,2002.0
5192764,10353,10,2003.0
5192764,10353,10,2004.0
5192764,10353,10,2005.0
5192764,10353,10,2006.0
5192764,10353,10,2007.0
5192764,10353,10,2008.0
5192778,10353,4,1999.0
5192778,10353,4,2000.0
5192778,10353,4,2001.0
5192778,10353,4,2002.0
5203108,10353,5,1999.0
5203108,10353,5,2000.0
5203108,10353,5,2001.0
5203108,10353,5,2002.0
5203108,10353,5,2003.0
5223670,10353,9,2000.0
5223670,10353,9,2001.0
5223670,10353,9,2002.0
5223670,10353,9,2003.0
5223670,10353,9,2004.0
5223670,10353,9,2005.0
5223670,10353,9,2006.0
5223670,10353,9,2007.0
5223670,10353,9,2008.0
5227568,10353,9,1999.0
5227568,10353,9,2000.0
5227568,10353,9,2001.0
5227568,10353,9,2002.0
5227568,10353,9,2003.0
5227568,10353,9,2004.0
5227568,10353,9,2005.0
5227568,10353,9,2006.0
5227568,10353,9,2007.0
5233192,10353,2,2000.0
5233192,10353,2,2001.0
5233224,10353,2,2000.0
5233224,10353,2,2001.0
5233318,10353,2,2000.0
5233318,10353,2,2001.0
5238926,10353,3,2000.0
5238926,10353,3,2001.0
5238926,10353,3,2002.0
5238944,10353,4,2000.0
5238944,10353,4,2001.0
5238944,10353,4,2002.0
5238944,10353,4,2003.0
5309960,10353,5,2000.0
5309960,10353,5,2001.0
5309960,10353,5,2002.0
5309960,10353,5,2003.0
5309960,10353,5,2004.0
5314086,10353,8,2001.0
5314086,10353,8,2002.0
5314086,10353,8,2003.0
5314086,10353,8,2004.0
5314086,10353,8,2005.0
5314086,10353,8,2006.0
5314086,10353,8,2007.0
5314086,10353,8,2008.0
5314092,10353,8,2001.0
5314092,10353,8,2002.0
5314092,10353,8,2003.0
5314092,10353,8,2004.0
5314092,10353,8,2005.0
5314092,10353,8,2006.0
5314092,10353,8,2007.0
5314092,10353,8,2008.0
5346752,10353,12,1996.0
5346752,10353,12,1997.0
5346752,10353,12,1998.0
5346752,10353,12,1999.0
5346752,10353,12,2000.0
5346752,10353,12,2001.0
5346752,10353,12,2002.0
5346752,10353,12,2003.0
5346752,10353,12,2004.0
5346752,10353,12,2005.0
5346752,10353,12,2006.0
5346752,10353,12,2007.0
5346757,10353,4,1996.0
5346757,10353,4,1997.0
5346757,10353,4,1998.0
5346757,10353,4,1999.0
5346761,10353,3,1996.0
5346761,10353,3,1997.0
5346761,10353,3,1998.0
5346765,10353,6,1996.0
5346765,10353,6,1997.0
5346765,10353,6,1998.0
5346765,10353,6,1999.0
5346765,10353,6,2000.0
5346765,10353,6,2001.0
5346769,10353,3,1996.0
5346769,10353,3,1997.0
5346769,10353,3,1998.0
5346781,10353,6,1996.0
5346781,10353,6,1997.0
5346781,10353,6,1998.0
5346781,10353,6,1999.0
5346781,10353,6,2000.0
5346781,10353,6,2001.0
5346787,10353,12,1996.0
5346787,10353,12,1997.0
5346787,10353,12,1998.0
5346787,10353,12,1999.0
5346787,10353,12,2000.0
5346787,10353,12,2001.0
5346787,10353,12,2002.0
5346787,10353,12,2003.0
5346787,10353,12,2004.0
5346787,10353,12,2005.0
5346787,10353,12,2006.0
5346787,10353,12,2007.0
5346795,10353,12,1996.0
5346795,10353,12,1997.0
5346795,10353,12,1998.0
5346795,10353,12,1999.0
5346795,10353,12,2000.0
5346795,10353,12,2001.0
5346795,10353,12,2002.0
5346795,10353,12,2003.0
5346795,10353,12,2004.0
5346795,10353,12,2005.0
5346795,10353,12,2006.0
5346795,10353,12,2007.0
5346799,10353,3,1996.0
5346799,10353,3,1997.0
5346799,10353,3,1998.0
5346803,10353,10,1996.0
5346803,10353,10,1997.0
5346803,10353,10,1998.0
5346803,10353,10,1999.0
5346803,10353,10,2000.0
5346803,10353,10,2001.0
5346803,10353,10,2002.0
5346803,10353,10,2003.0
5346803,10353,10,2004.0
5346803,10353,10,2005.0
5346807,10353,3,1996.0
5346807,10353,3,1997.0
5346807,10353,3,1998.0
5346811,10353,12,1996.0
5346811,10353,12,1997.0
5346811,10353,12,1998.0
5346811,10353,12,1999.0
5346811,10353,12,2000.0
5346811,10353,12,2001.0
5346811,10353,12,2002.0
5346811,10353,12,2003.0
5346811,10353,12,2004.0
5346811,10353,12,2005.0
5346811,10353,12,2006.0
5346811,10353,12,2007.0
5346815,10353,9,1999.0
5346815,10353,9,2000.0
5346815,10353,9,2001.0
5346815,10353,9,2002.0
5346815,10353,9,2003.0
5346815,10353,9,2004.0
5346815,10353,9,2005.0
5346815,10353,9,2006.0
5346815,10353,9,2007.0
5346819,10353,4,1999.0
5346819,10353,4,2000.0
5346819,10353,4,2001.0
5346819,10353,4,2002.0
5346823,10353,4,1996.0
5346823,10353,4,1997.0
5346823,10353,4,1998.0
5346823,10353,4,1999.0
5346827,10353,12,1996.0
5346827,10353,12,1997.0
5346827,10353,12,1998.0
5346827,10353,12,1999.0
5346827,10353,12,2000.0
5346827,10353,12,2001.0
5346827,10353,12,2002.0
5346827,10353,12,2003.0
5346827,10353,12,2004.0
5346827,10353,12,2005.0
5346827,10353,12,2006.0
5346827,10353,12,2007.0
5346835,10353,4,1996.0
5346835,10353,4,1997.0
5346835,10353,4,1998.0
5346835,10353,4,1999.0
5346839,10353,12,1996.0
5346839,10353,12,1997.0
5346839,10353,12,1998.0
5346839,10353,12,1999.0
5346839,10353,12,2000.0
5346839,10353,12,2001.0
5346839,10353,12,2002.0
5346839,10353,12,2003.0
5346839,10353,12,2004.0
5346839,10353,12,2005.0
5346839,10353,12,2006.0
5346839,10353,12,2007.0
5346843,10353,12,1996.0
5346843,10353,12,1997.0
5346843,10353,12,1998.0
5346843,10353,12,1999.0
5346843,10353,12,2000.0
5346843,10353,12,2001.0
5346843,10353,12,2002.0
5346843,10353,12,2003.0
5346843,10353,12,2004.0
5346843,10353,12,2005.0
5346843,10353,12,2006.0
5346843,10353,12,2007.0
5346847,10353,3,1996.0
5346847,10353,3,1997.0
5346847,10353,3,1998.0
5346851,10353,10,1996.0
5346851,10353,10,1997.0
5346851,10353,10,1998.0
5346851,10353,10,1999.0
5346851,10353,10,2000.0
5346851,10353,10,2001.0
5346851,10353,10,2002.0
5346851,10353,10,2003.0
5346851,10353,10,2004.0
5346851,10353,10,2005.0
5346855,10353,12,1996.0
5346855,10353,12,1997.0
5346855,10353,12,1998.0
5346855,10353,12,1999.0
5346855,10353,12,2000.0
5346855,10353,12,2001.0
5346855,10353,12,2002.0
5346855,10353,12,2003.0
5346855,10353,12,2004.0
5346855,10353,12,2005.0
5346855,10353,12,2006.0
5346855,10353,12,2007.0
5353485,10353,5,1992.0
5353485,10353,5,1993.0
5353485,10353,5,1994.0
5353485,10353,5,1995.0
5353485,10353,5,1996.0
5354616,10353,13,1992.0
5354616,10353,13,1993.0
5354616,10353,13,1994.0
5354616,10353,13,1995.0
5354616,10353,13,1996.0
5354616,10353,13,1997.0
5354616,10353,13,1998.0
5354616,10353,13,1999.0
5354616,10353,13,2000.0
5354616,10353,13,2001.0
5354616,10353,13,2002.0
5354616,10353,13,2003.0
5354616,10353,13,2004.0
5354618,10353,6,1992.0
5354618,10353,6,1993.0
5354618,10353,6,1994.0
5354618,10353,6,1995.0
5354618,10353,6,1996.0
5354618,10353,6,1997.0
5354630,10353,2,1994.0
5354630,10353,2,1995.0
5354634,10353,10,1995.0
5354634,10353,10,1996.0
5354634,10353,10,1997.0
5354634,10353,10,1998.0
5354634,10353,10,1999.0
5354634,10353,10,2000.0
5354634,10353,10,2001.0
5354634,10353,10,2002.0
5354634,10353,10,2003.0
5354634,10353,10,2004.0
5354638,10353,13,1992.0
5354638,10353,13,1993.0
5354638,10353,13,1994.0
5354638,10353,13,1995.0
5354638,10353,13,1996.0
5354638,10353,13,1997.0
5354638,10353,13,1998.0
5354638,10353,13,1999.0
5354638,10353,13,2000.0
5354638,10353,13,2001.0
5354638,10353,13,2002.0
5354638,10353,13,2003.0
5354638,10353,13,2004.0
5354642,10353,4,1992.0
5354642,10353,4,1993.0
5354642,10353,4,1994.0
5354642,10353,4,1995.0
5354646,10353,4,1995.0
5354646,10353,4,1996.0
5354646,10353,4,1997.0
5354646,10353,4,1998.0
5354650,10353,13,1992.0
5354650,10353,13,1993.0
5354650,10353,13,1994.0
5354650,10353,13,1995.0
5354650,10353,13,1996.0
5354650,10353,13,1997.0
5354650,10353,13,1998.0
5354650,10353,13,1999.0
5354650,10353,13,2000.0
5354650,10353,13,2001.0
5354650,10353,13,2002.0
5354650,10353,13,2003.0
5354650,10353,13,2004.0
5354654,10353,7,1992.0
5354654,10353,7,1993.0
5354654,10353,7,1994.0
5354654,10353,7,1995.0
5354654,10353,7,1996.0
5354654,10353,7,1997.0
5354654,10353,7,1998.0
5354666,10353,8,1994.0
5354666,10353,8,1995.0
5354666,10353,8,1996.0
5354666,10353,8,1997.0
5354666,10353,8,1998.0
5354666,10353,8,1999.0
5354666,10353,8,2000.0
5354666,10353,8,2001.0
5354673,10353,11,1994.0
5354673,10353,11,1995.0
5354673,10353,11,1996.0
5354673,10353,11,1997.0
5354673,10353,11,1998.0
5354673,10353,11,1999.0
5354673,10353,11,2000.0
5354673,10353,11,2001.0
5354673,10353,11,2002.0
5354673,10353,11,2003.0
5354673,10353,11,2004.0
5354684,10353,8,1995.0
5354684,10353,8,1996.0
5354684,10353,8,1997.0
5354684,10353,8,1998.0
5354684,10353,8,1999.0
5354684,10353,8,2000.0
5354684,10353,8,2001.0
5354684,10353,8,2002.0
5354689,10353,13,1992.0
5354689,10353,13,1993.0
5354689,10353,13,1994.0
5354689,10353,13,1995.0
5354689,10353,13,1996.0
5354689,10353,13,1997.0
5354689,10353,13,1998.0
5354689,10353,13,1999.0
5354689,10353,13,2000.0
5354689,10353,13,2001.0
5354689,10353,13,2002.0
5354689,10353,13,2003.0
5354689,10353,13,2004.0
5354695,10353,10,1992.0
5354695,10353,10,1993.0
5354695,10353,10,1994.0
5354695,10353,10,1995.0
5354695,10353,10,1996.0
5354695,10353,10,1997.0
5354695,10353,10,1998.0
5354695,10353,10,1999.0
5354695,10353,10,2000.0
5354695,10353,10,2001.0
5354699,10353,5,2000.0
5354699,10353,5,2001.0
5354699,10353,5,2002.0
5354699,10353,5,2003.0
5354699,10353,5,2004.0
5354703,10353,10,1995.0
5354703,10353,10,1996.0
5354703,10353,10,1997.0
5354703,10353,10,1998.0
5354703,10353,10,1999.0
5354703,10353,10,2000.0
5354703,10353,10,2001.0
5354703,10353,10,2002.0
5354703,10353,10,2003.0
5354703,10353,10,2004.0
5354707,10353,10,1995.0
5354707,10353,10,1996.0
5354707,10353,10,1997.0
5354707,10353,10,1998.0
5354707,10353,10,1999.0
5354707,10353,10,2000.0
5354707,10353,10,2001.0
5354707,10353,10,2002.0
5354707,10353,10,2003.0
5354707,10353,10,2004.0
5354711,10353,13,1992.0
5354711,10353,13,1993.0
5354711,10353,13,1994.0
5354711,10353,13,1995.0
5354711,10353,13,1996.0
5354711,10353,13,1997.0
5354711,10353,13,1998.0
5354711,10353,13,1999.0
5354711,10353,13,2000.0
5354711,10353,13,2001.0
5354711,10353,13,2002.0
5354711,10353,13,2003.0
5354711,10353,13,2004.0
5356066,10353,6,2002.0
5356066,10353,6,2003.0
5356066,10353,6,2004.0
5356066,10353,6,2005.0
5356066,10353,6,2006.0
5356066,10353,6,2007.0
5356070,10353,3,2002.0
5356070,10353,3,2003.0
5356070,10353,3,2004.0
5356074,10353,6,2002.0
5356074,10353,6,2003.0
5356074,10353,6,2004.0
5356074,10353,6,2005.0
5356074,10353,6,2006.0
5356074,10353,6,2007.0
5358606,10353,5,1997.0
5358606,10353,5,1998.0
5358606,10353,5,1999.0
5358606,10353,5,2000.0
5358606,10353,5,2001.0
5358610,10353,5,1997.0
5358610,10353,5,1998.0
5358610,10353,5,1999.0
5358610,10353,5,2000.0
5358610,10353,5,2001.0
5358614,10353,3,1997.0
5358614,10353,3,1998.0
5358614,10353,3,1999.0
5358618,10353,3,1997.0
5358618,10353,3,1998.0
5358618,10353,3,1999.0
5358622,10353,5,1997.0
5358622,10353,5,1998.0
5358622,10353,5,1999.0
5358622,10353,5,2000.0
5358622,10353,5,2001.0
5358630,10353,5,1997.0
5358630,10353,5,1998.0
5358630,10353,5,1999.0
5358630,10353,5,2000.0
5358630,10353,5,2001.0
5358638,10353,5,1997.0
5358638,10353,5,1998.0
5358638,10353,5,1999.0
5358638,10353,5,2000.0
5358638,10353,5,2001.0
5358642,10353,5,1997.0
5358642,10353,5,1998.0
5358642,10353,5,1999.0
5358642,10353,5,2000.0
5358642,10353,5,2001.0
5358654,10353,5,1997.0
5358654,10353,5,1998.0
5358654,10353,5,1999.0
5358654,10353,5,2000.0
5358654,10353,5,2001.0
5358662,10353,5,1997.0
5358662,10353,5,1998.0
5358662,10353,5,1999.0
5358662,10353,5,2000.0
5358662,10353,5,2001.0
5358666,10353,3,1997.0
5358666,10353,3,1998.0
5358666,10353,3,1999.0
5358673,10353,3,1997.0
5358673,10353,3,1998.0
5358673,10353,3,1999.0
5359326,10353,13,1996.0
5359326,10353,13,1997.0
5359326,10353,13,1998.0
5359326,10353,13,1999.0
5359326,10353,13,2000.0
5359326,10353,13,2001.0
5359326,10353,13,2002.0
5359326,10353,13,2003.0
5359326,10353,13,2004.0
5359326,10353,13,2005.0
5359326,10353,13,2006.0
5359326,10353,13,2007.0
5359326,10353,13,2008.0
5359330,10353,13,1996.0
5359330,10353,13,1997.0
5359330,10353,13,1998.0
5359330,10353,13,1999.0
5359330,10353,13,2000.0
5359330,10353,13,2001.0
5359330,10353,13,2002.0
5359330,10353,13,2003.0
5359330,10353,13,2004.0
5359330,10353,13,2005.0
5359330,10353,13,2006.0
5359330,10353,13,2007.0
5359330,10353,13,2008.0
5359334,10353,4,1996.0
5359334,10353,4,1997.0
5359334,10353,4,1998.0
5359334,10353,4,1999.0
5359338,10353,13,1996.0
5359338,10353,13,1997.0
5359338,10353,13,1998.0
5359338,10353,13,1999.0
5359338,10353,13,2000.0
5359338,10353,13,2001.0
5359338,10353,13,2002.0
5359338,10353,13,2003.0
5359338,10353,13,2004.0
5359338,10353,13,2005.0
5359338,10353,13,2006.0
5359338,10353,13,2007.0
5359338,10353,13,2008.0
5359342,10353,4,1996.0
5359342,10353,4,1997.0
5359342,10353,4,1998.0
5359342,10353,4,1999.0
5359346,10353,13,1996.0
5359346,10353,13,1997.0
5359346,10353,13,1998.0
5359346,10353,13,1999.0
5359346,10353,13,2000.0
5359346,10353,13,2001.0
5359346,10353,13,2002.0
5359346,10353,13,2003.0
5359346,10353,13,2004.0
5359346,10353,13,2005.0
5359346,10353,13,2006.0
5359346,10353,13,2007.0
5359346,10353,13,2008.0
5359350,10353,13,1996.0
5359350,10353,13,1997.0
5359350,10353,13,1998.0
5359350,10353,13,1999.0
5359350,10353,13,2000.0
5359350,10353,13,2001.0
5359350,10353,13,2002.0
5359350,10353,13,2003.0
5359350,10353,13,2004.0
5359350,10353,13,2005.0
5359350,10353,13,2006.0
5359350,10353,13,2007.0
5359350,10353,13,2008.0
5359354,10353,4,1996.0
5359354,10353,4,1997.0
5359354,10353,4,1998.0
5359354,10353,4,1999.0
5359358,10353,13,1996.0
5359358,10353,13,1997.0
5359358,10353,13,1998.0
5359358,10353,13,1999.0
5359358,10353,13,2000.0
5359358,10353,13,2001.0
5359358,10353,13,2002.0
5359358,10353,13,2003.0
5359358,10353,13,2004.0
5359358,10353,13,2005.0
5359358,10353,13,2006.0
5359358,10353,13,2007.0
5359358,10353,13,2008.0
5359362,10353,13,1996.0
5359362,10353,13,1997.0
5359362,10353,13,1998.0
5359362,10353,13,1999.0
5359362,10353,13,2000.0
5359362,10353,13,2001.0
5359362,10353,13,2002.0
5359362,10353,13,2003.0
5359362,10353,13,2004.0
5359362,10353,13,2005.0
5359362,10353,13,2006.0
5359362,10353,13,2007.0
5359362,10353,13,2008.0
5359366,10353,4,1996.0
5359366,10353,4,1997.0
5359366,10353,4,1998.0
5359366,10353,4,1999.0
5359370,10353,7,1996.0
5359370,10353,7,1997.0
5359370,10353,7,1998.0
5359370,10353,7,1999.0
5359370,10353,7,2000.0
5359370,10353,7,2001.0
5359370,10353,7,2002.0
5359374,10353,13,1996.0
5359374,10353,13,1997.0
5359374,10353,13,1998.0
5359374,10353,13,1999.0
5359374,10353,13,2000.0
5359374,10353,13,2001.0
5359374,10353,13,2002.0
5359374,10353,13,2003.0
5359374,10353,13,2004.0
5359374,10353,13,2005.0
5359374,10353,13,2006.0
5359374,10353,13,2007.0
5359374,10353,13,2008.0
5361291,10353,12,1997.0
5361291,10353,12,1998.0
5361291,10353,12,1999.0
5361291,10353,12,2000.0
5361291,10353,12,2001.0
5361291,10353,12,2002.0
5361291,10353,12,2003.0
5361291,10353,12,2004.0
5361291,10353,12,2005.0
5361291,10353,12,2006.0
5361291,10353,12,2007.0
5361291,10353,12,2008.0
5361295,10353,12,1997.0
5361295,10353,12,1998.0
5361295,10353,12,1999.0
5361295,10353,12,2000.0
5361295,10353,12,2001.0
5361295,10353,12,2002.0
5361295,10353,12,2003.0
5361295,10353,12,2004.0
5361295,10353,12,2005.0
5361295,10353,12,2006.0
5361295,10353,12,2007.0
5361295,10353,12,2008.0
5361299,10353,4,1997.0
5361299,10353,4,1998.0
5361299,10353,4,1999.0
5361299,10353,4,2000.0
5361306,10353,12,1997.0
5361306,10353,12,1998.0
5361306,10353,12,1999.0
5361306,10353,12,2000.0
5361306,10353,12,2001.0
5361306,10353,12,2002.0
5361306,10353,12,2003.0
5361306,10353,12,2004.0
5361306,10353,12,2005.0
5361306,10353,12,2006.0
5361306,10353,12,2007.0
5361306,10353,12,2008.0
5361314,10353,6,1997.0
5361314,10353,6,1998.0
5361314,10353,6,1999.0
5361314,10353,6,2000.0
5361314,10353,6,2001.0
5361314,10353,6,2002.0
5361318,10353,12,1997.0
5361318,10353,12,1998.0
5361318,10353,12,1999.0
5361318,10353,12,2000.0
5361318,10353,12,2001.0
5361318,10353,12,2002.0
5361318,10353,12,2003.0
5361318,10353,12,2004.0
5361318,10353,12,2005.0
5361318,10353,12,2006.0
5361318,10353,12,2007.0
5361318,10353,12,2008.0
5361326,10353,12,1997.0
5361326,10353,12,1998.0
5361326,10353,12,1999.0
5361326,10353,12,2000.0
5361326,10353,12,2001.0
5361326,10353,12,2002.0
5361326,10353,12,2003.0
5361326,10353,12,2004.0
5361326,10353,12,2005.0
5361326,10353,12,2006.0
5361326,10353,12,2007.0
5361326,10353,12,2008.0
5361330,10353,12,1997.0
5361330,10353,12,1998.0
5361330,10353,12,1999.0
5361330,10353,12,2000.0
5361330,10353,12,2001.0
5361330,10353,12,2002.0
5361330,10353,12,2003.0
5361330,10353,12,2004.0
5361330,10353,12,2005.0
5361330,10353,12,2006.0
5361330,10353,12,2007.0
5361330,10353,12,2008.0
5361334,10353,12,1997.0
5361334,10353,12,1998.0
5361334,10353,12,1999.0
5361334,10353,12,2000.0
5361334,10353,12,2001.0
5361334,10353,12,2002.0
5361334,10353,12,2003.0
5361334,10353,12,2004.0
5361334,10353,12,2005.0
5361334,10353,12,2006.0
5361334,10353,12,2007.0
5361334,10353,12,2008.0
5361336,10353,12,1997.0
5361336,10353,12,1998.0
5361336,10353,12,1999.0
5361336,10353,12,2000.0
5361336,10353,12,2001.0
5361336,10353,12,2002.0
5361336,10353,12,2003.0
5361336,10353,12,2004.0
5361336,10353,12,2005.0
5361336,10353,12,2006.0
5361336,10353,12,2007.0
5361336,10353,12,2008.0
5361340,10353,12,1997.0
5361340,10353,12,1998.0
5361340,10353,12,1999.0
5361340,10353,12,2000.0
5361340,10353,12,2001.0
5361340,10353,12,2002.0
5361340,10353,12,2003.0
5361340,10353,12,2004.0
5361340,10353,12,2005.0
5361340,10353,12,2006.0
5361340,10353,12,2007.0
5361340,10353,12,2008.0
5361344,10353,12,1997.0
5361344,10353,12,1998.0
5361344,10353,12,1999.0
5361344,10353,12,2000.0
5361344,10353,12,2001.0
5361344,10353,12,2002.0
5361344,10353,12,2003.0
5361344,10353,12,2004.0
5361344,10353,12,2005.0
5361344,10353,12,2006.0
5361344,10353,12,2007.0
5361344,10353,12,2008.0
5367359,10353,11,2002.0
5367359,10353,11,2003.0
5367359,10353,11,2004.0
5367359,10353,11,2005.0
5367359,10353,11,2006.0
5367359,10353,11,2007.0
5367359,10353,11,2008.0
5367359,10353,11,2009.0
5367359,10353,11,2010.0
5367359,10353,11,2011.0
5367359,10353,11,2012.0
5367383,10353,11,2002.0
5367383,10353,11,2003.0
5367383,10353,11,2004.0
5367383,10353,11,2005.0
5367383,10353,11,2006.0
5367383,10353,11,2007.0
5367383,10353,11,2008.0
5367383,10353,11,2009.0
5367383,10353,11,2010.0
5367383,10353,11,2011.0
5367383,10353,11,2012.0
5367427,10353,11,2002.0
5367427,10353,11,2003.0
5367427,10353,11,2004.0
5367427,10353,11,2005.0
5367427,10353,11,2006.0
5367427,10353,11,2007.0
5367427,10353,11,2008.0
5367427,10353,11,2009.0
5367427,10353,11,2010.0
5367427,10353,11,2011.0
5367427,10353,11,2012.0
5367435,10353,7,2002.0
5367435,10353,7,2003.0
5367435,10353,7,2004.0
5367435,10353,7,2005.0
5367435,10353,7,2006.0
5367435,10353,7,2007.0
5367435,10353,7,2008.0
5367437,10353,11,2002.0
5367437,10353,11,2003.0
5367437,10353,11,2004.0
5367437,10353,11,2005.0
5367437,10353,11,2006.0
5367437,10353,11,2007.0
5367437,10353,11,2008.0
5367437,10353,11,2009.0
5367437,10353,11,2010.0
5367437,10353,11,2011.0
5367437,10353,11,2012.0
5367509,10353,11,2002.0
5367509,10353,11,2003.0
5367509,10353,11,2004.0
5367509,10353,11,2005.0
5367509,10353,11,2006.0
5367509,10353,11,2007.0
5367509,10353,11,2008.0
5367509,10353,11,2009.0
5367509,10353,11,2010.0
5367509,10353,11,2011.0
5367509,10353,11,2012.0
5367534,10353,11,2002.0
5367534,10353,11,2003.0
5367534,10353,11,2004.0
5367534,10353,11,2005.0
5367534,10353,11,2006.0
5367534,10353,11,2007.0
5367534,10353,11,2008.0
5367534,10353,11,2009.0
5367534,10353,11,2010.0
5367534,10353,11,2011.0
5367534,10353,11,2012.0
5367537,10353,11,2002.0
5367537,10353,11,2003.0
5367537,10353,11,2004.0
5367537,10353,11,2005.0
5367537,10353,11,2006.0
5367537,10353,11,2007.0
5367537,10353,11,2008.0
5367537,10353,11,2009.0
5367537,10353,11,2010.0
5367537,10353,11,2011.0
5367537,10353,11,2012.0
5367637,10353,11,2002.0
5367637,10353,11,2003.0
5367637,10353,11,2004.0
5367637,10353,11,2005.0
5367637,10353,11,2006.0
5367637,10353,11,2007.0
5367637,10353,11,2008.0
5367637,10353,11,2009.0
5367637,10353,11,2010.0
5367637,10353,11,2011.0
5367637,10353,11,2012.0
5367645,10353,11,2002.0
5367645,10353,11,2003.0
5367645,10353,11,2004.0
5367645,10353,11,2005.0
5367645,10353,11,2006.0
5367645,10353,11,2007.0
5367645,10353,11,2008.0
5367645,10353,11,2009.0
5367645,10353,11,2010.0
5367645,10353,11,2011.0
5367645,10353,11,2012.0
5367649,10353,11,2002.0
5367649,10353,11,2003.0
5367649,10353,11,2004.0
5367649,10353,11,2005.0
5367649,10353,11,2006.0
5367649,10353,11,2007.0
5367649,10353,11,2008.0
5367649,10353,11,2009.0
5367649,10353,11,2010.0
5367649,10353,11,2011.0
5367649,10353,11,2012.0
5367653,10353,11,2002.0
5367653,10353,11,2003.0
5367653,10353,11,2004.0
5367653,10353,11,2005.0
5367653,10353,11,2006.0
5367653,10353,11,2007.0
5367653,10353,11,2008.0
5367653,10353,11,2009.0
5367653,10353,11,2010.0
5367653,10353,11,2011.0
5367653,10353,11,2012.0
5367665,10353,11,2002.0
5367665,10353,11,2003.0
5367665,10353,11,2004.0
5367665,10353,11,2005.0
5367665,10353,11,2006.0
5367665,10353,11,2007.0
5367665,10353,11,2008.0
5367665,10353,11,2009.0
5367665,10353,11,2010.0
5367665,10353,11,2011.0
5367665,10353,11,2012.0
5367673,10353,11,2002.0
5367673,10353,11,2003.0
5367673,10353,11,2004.0
5367673,10353,11,2005.0
5367673,10353,11,2006.0
5367673,10353,11,2007.0
5367673,10353,11,2008.0
5367673,10353,11,2009.0
5367673,10353,11,2010.0
5367673,10353,11,2011.0
5367673,10353,11,2012.0
5367685,10353,7,2002.0
5367685,10353,7,2003.0
5367685,10353,7,2004.0
5367685,10353,7,2005.0
5367685,10353,7,2006.0
5367685,10353,7,2007.0
5367685,10353,7,2008.0
5380934,10353,4,2002.0
5380934,10353,4,2003.0
5380934,10353,4,2004.0
5380934,10353,4,2005.0
5381030,10353,10,2002.0
5381030,10353,10,2003.0
5381030,10353,10,2004.0
5381030,10353,10,2005.0
5381030,10353,10,2006.0
5381030,10353,10,2007.0
5381030,10353,10,2008.0
5381030,10353,10,2009.0
5381030,10353,10,2010.0
5381030,10353,10,2011.0
5381111,10353,4,2002.0
5381111,10353,4,2003.0
5381111,10353,4,2004.0
5381111,10353,4,2005.0
5400713,10353,6,2003.0
5400713,10353,6,2004.0
5400713,10353,6,2005.0
5400713,10353,6,2006.0
5400713,10353,6,2007.0
5400713,10353,6,2008.0
5400715,10353,6,2003.0
5400715,10353,6,2004.0
5400715,10353,6,2005.0
5400715,10353,6,2006.0
5400715,10353,6,2007.0
5400715,10353,6,2008.0
5400731,10353,6,2003.0
5400731,10353,6,2004.0
5400731,10353,6,2005.0
5400731,10353,6,2006.0
5400731,10353,6,2007.0
5400731,10353,6,2008.0
5400735,10353,6,2003.0
5400735,10353,6,2004.0
5400735,10353,6,2005.0
5400735,10353,6,2006.0
5400735,10353,6,2007.0
5400735,10353,6,2008.0
5400743,10353,6,2003.0
5400743,10353,6,2004.0
5400743,10353,6,2005.0
5400743,10353,6,2006.0
5400743,10353,6,2007.0
5400743,10353,6,2008.0
5400745,10353,6,2003.0
5400745,10353,6,2004.0
5400745,10353,6,2005.0
5400745,10353,6,2006.0
5400745,10353,6,2007.0
5400745,10353,6,2008.0
5402776,10353,6,2003.0
5402776,10353,6,2004.0
5402776,10353,6,2005.0
5402776,10353,6,2006.0
5402776,10353,6,2007.0
5402776,10353,6,2008.0
5402780,10353,6,2003.0
5402780,10353,6,2004.0
5402780,10353,6,2005.0
5402780,10353,6,2006.0
5402780,10353,6,2007.0
5402780,10353,6,2008.0
5404715,10353,3,2003.0
