project_id_number,institution_id,duration,year
196693342,10349,0,2011.0
196693342,10349,0,2012.0
196693342,10349,0,2013.0
196693342,10349,0,2014.0
196693869,10349,0,2011.0
196693869,10349,0,2012.0
196693869,10349,0,2013.0
196693869,10349,0,2014.0
196694685,10349,0,2011.0
196694685,10349,0,2012.0
196694685,10349,0,2013.0
196694685,10349,0,2014.0
196762648,10349,0,2011.0
196762648,10349,0,2012.0
196762648,10349,0,2013.0
196762648,10349,0,2014.0
196763985,10349,0,2011.0
196763985,10349,0,2012.0
196763985,10349,0,2013.0
196763985,10349,0,2014.0
196796370,10349,0,2011.0
196796370,10349,0,2012.0
196796370,10349,0,2013.0
196796370,10349,0,2014.0
196865244,10349,0,2011.0
196865244,10349,0,2012.0
196865244,10349,0,2013.0
196865244,10349,0,2014.0
196865448,10349,0,2011.0
196865448,10349,0,2012.0
196865448,10349,0,2013.0
196865448,10349,0,2014.0
196865570,10349,0,2011.0
196865570,10349,0,2012.0
196865570,10349,0,2013.0
196865570,10349,0,2014.0
196866012,10349,0,2011.0
196866012,10349,0,2012.0
196866012,10349,0,2013.0
196866012,10349,0,2014.0
196866140,10349,0,2011.0
196866140,10349,0,2012.0
196866140,10349,0,2013.0
196866140,10349,0,2014.0
196866214,10349,0,2011.0
196866214,10349,0,2012.0
196866214,10349,0,2013.0
196866214,10349,0,2014.0
196866283,10349,0,2011.0
196866283,10349,0,2012.0
196866283,10349,0,2013.0
196866283,10349,0,2014.0
197268520,10349,0,2011.0
197268520,10349,0,2012.0
197268520,10349,0,2013.0
197268520,10349,0,2014.0
197275786,10349,0,2011.0
197275786,10349,0,2012.0
197275786,10349,0,2013.0
197275786,10349,0,2014.0
197276086,10349,0,2011.0
197276086,10349,0,2012.0
197276086,10349,0,2013.0
197276086,10349,0,2014.0
197283294,10349,0,2011.0
197283294,10349,0,2012.0
197283294,10349,0,2013.0
197283294,10349,0,2014.0
197286571,10349,0,2011.0
197286571,10349,0,2012.0
197286571,10349,0,2013.0
197286571,10349,0,2014.0
207092682,10349,1,2011.0
208311805,10349,1,2011.0
208319944,10349,1,2011.0
223744530,10349,4,2012.0
223744530,10349,4,2013.0
223744530,10349,4,2014.0
223744530,10349,4,2015.0
231123275,10349,0,2013.0
231123275,10349,0,2014.0
231123275,10349,0,2015.0
231123275,10349,0,2016.0
231126796,10349,0,2013.0
231126796,10349,0,2014.0
231126796,10349,0,2015.0
231126796,10349,0,2016.0
239916435,10349,1,2013.0
239919465,10349,1,2013.0
240011285,10349,1,2014.0
243835353,10349,1,2014.0
255037978,10349,1,2014.0
260123917,10349,1,2015.0
260161677,10349,2,2014.0
260161677,10349,2,2015.0
266675991,10349,1,2015.0
276858530,10349,0,2015.0
276858530,10349,0,2016.0
276858530,10349,0,2017.0
276858530,10349,0,2018.0
276861138,10349,0,2015.0
276861138,10349,0,2016.0
276861138,10349,0,2017.0
276861138,10349,0,2018.0
313079000,10349,0,2016.0
313079000,10349,0,2017.0
313079000,10349,0,2018.0
313079000,10349,0,2019.0
313385842,10349,0,2016.0
313385842,10349,0,2017.0
313385842,10349,0,2018.0
313385842,10349,0,2019.0
315588512,10349,1,2016.0
317471001,10349,1,2016.0
318386137,10349,1,2016.0
319086149,10349,0,2016.0
319086149,10349,0,2017.0
319086149,10349,0,2018.0
319086149,10349,0,2019.0
319090845,10349,0,2016.0
319090845,10349,0,2017.0
319090845,10349,0,2018.0
319090845,10349,0,2019.0
319094196,10349,0,2016.0
319094196,10349,0,2017.0
319094196,10349,0,2018.0
319094196,10349,0,2019.0
325196373,10349,0,2016.0
325196373,10349,0,2017.0
325196373,10349,0,2018.0
325196373,10349,0,2019.0
325205802,10349,1,2016.0
325211456,10349,1,2016.0
325211819,10349,1,2016.0
361116310,10349,1,2017.0
382369533,10349,2,2017.0
382369533,10349,2,2018.0
386319757,10349,1,2017.0
386482693,10349,1,2017.0
388770302,10349,0,2017.0
388770302,10349,0,2018.0
388770302,10349,0,2019.0
388770302,10349,0,2020.0
388770770,10349,0,2017.0
388770770,10349,0,2018.0
388770770,10349,0,2019.0
388770770,10349,0,2020.0
390144544,10349,1,2017.0
395240765,10349,1,2018.0
395259190,10349,1,2018.0
396704276,10349,1,2018.0
268879,10051,10,1995.0
268879,10051,10,1996.0
268879,10051,10,1997.0
268879,10051,10,1998.0
268879,10051,10,1999.0
268879,10051,10,2000.0
268879,10051,10,2001.0
268879,10051,10,2002.0
268879,10051,10,2003.0
268879,10051,10,2004.0
271351,10051,10,1996.0
271351,10051,10,1997.0
271351,10051,10,1998.0
271351,10051,10,1999.0
271351,10051,10,2000.0
271351,10051,10,2001.0
271351,10051,10,2002.0
271351,10051,10,2003.0
271351,10051,10,2004.0
271351,10051,10,2005.0
271625,10051,7,1996.0
271625,10051,7,1997.0
271625,10051,7,1998.0
271625,10051,7,1999.0
271625,10051,7,2000.0
271625,10051,7,2001.0
271625,10051,7,2002.0
272029,10051,8,1997.0
272029,10051,8,1998.0
272029,10051,8,1999.0
272029,10051,8,2000.0
272029,10051,8,2001.0
272029,10051,8,2002.0
272029,10051,8,2003.0
272029,10051,8,2004.0
272419,10051,10,1998.0
272419,10051,10,1999.0
272419,10051,10,2000.0
272419,10051,10,2001.0
272419,10051,10,2002.0
272419,10051,10,2003.0
272419,10051,10,2004.0
272419,10051,10,2005.0
272419,10051,10,2006.0
272419,10051,10,2007.0
272431,10051,7,1998.0
272431,10051,7,1999.0
272431,10051,7,2000.0
272431,10051,7,2001.0
272431,10051,7,2002.0
272431,10051,7,2003.0
272431,10051,7,2004.0
272443,10051,9,1999.0
272443,10051,9,2000.0
272443,10051,9,2001.0
272443,10051,9,2002.0
272443,10051,9,2003.0
272443,10051,9,2004.0
272443,10051,9,2005.0
272443,10051,9,2006.0
272443,10051,9,2007.0
272775,10051,3,2000.0
272775,10051,3,2001.0
272775,10051,3,2002.0
272863,10051,10,1999.0
272863,10051,10,2000.0
272863,10051,10,2001.0
272863,10051,10,2002.0
272863,10051,10,2003.0
272863,10051,10,2004.0
272863,10051,10,2005.0
272863,10051,10,2006.0
272863,10051,10,2007.0
272863,10051,10,2008.0
273235,10051,9,2001.0
273235,10051,9,2002.0
273235,10051,9,2003.0
273235,10051,9,2004.0
273235,10051,9,2005.0
273235,10051,9,2006.0
273235,10051,9,2007.0
273235,10051,9,2008.0
273235,10051,9,2009.0
273241,10051,10,2001.0
273241,10051,10,2002.0
273241,10051,10,2003.0
273241,10051,10,2004.0
273241,10051,10,2005.0
273241,10051,10,2006.0
273241,10051,10,2007.0
273241,10051,10,2008.0
273241,10051,10,2009.0
273241,10051,10,2010.0
273245,10051,4,2001.0
273245,10051,4,2002.0
273245,10051,4,2003.0
273245,10051,4,2004.0
273435,10051,4,2002.0
273435,10051,4,2003.0
273435,10051,4,2004.0
273435,10051,4,2005.0
273447,10051,7,2002.0
273447,10051,7,2003.0
273447,10051,7,2004.0
273447,10051,7,2005.0
273447,10051,7,2006.0
273447,10051,7,2007.0
273447,10051,7,2008.0
273479,10051,10,2002.0
273479,10051,10,2003.0
273479,10051,10,2004.0
273479,10051,10,2005.0
273479,10051,10,2006.0
273479,10051,10,2007.0
273479,10051,10,2008.0
273479,10051,10,2009.0
273479,10051,10,2010.0
273479,10051,10,2011.0
273615,10051,9,2004.0
273615,10051,9,2005.0
273615,10051,9,2006.0
273615,10051,9,2007.0
273615,10051,9,2008.0
273615,10051,9,2009.0
273615,10051,9,2010.0
273615,10051,9,2011.0
273615,10051,9,2012.0
5078190,10051,3,1998.0
5078190,10051,3,1999.0
5078190,10051,3,2000.0
5078194,10051,3,1998.0
5078194,10051,3,1999.0
5078194,10051,3,2000.0
5080528,10051,7,1997.0
5080528,10051,7,1998.0
5080528,10051,7,1999.0
5080528,10051,7,2000.0
5080528,10051,7,2001.0
5080528,10051,7,2002.0
5080528,10051,7,2003.0
5080992,10051,7,1997.0
5080992,10051,7,1998.0
5080992,10051,7,1999.0
5080992,10051,7,2000.0
5080992,10051,7,2001.0
5080992,10051,7,2002.0
5080992,10051,7,2003.0
5081925,10051,4,1998.0
5081925,10051,4,1999.0
5081925,10051,4,2000.0
5081925,10051,4,2001.0
5082120,10051,4,1998.0
5082120,10051,4,1999.0
5082120,10051,4,2000.0
5082120,10051,4,2001.0
5083712,10051,4,1998.0
5083712,10051,4,1999.0
5083712,10051,4,2000.0
5083712,10051,4,2001.0
5083726,10051,4,1998.0
5083726,10051,4,1999.0
5083726,10051,4,2000.0
5083726,10051,4,2001.0
5089804,10051,4,1998.0
5089804,10051,4,1999.0
5089804,10051,4,2000.0
5089804,10051,4,2001.0
5152526,10051,6,1998.0
5152526,10051,6,1999.0
5152526,10051,6,2000.0
5152526,10051,6,2001.0
5152526,10051,6,2002.0
5152526,10051,6,2003.0
5156450,10051,2,1999.0
5156450,10051,2,2000.0
5167588,10051,10,1999.0
5167588,10051,10,2000.0
5167588,10051,10,2001.0
5167588,10051,10,2002.0
5167588,10051,10,2003.0
5167588,10051,10,2004.0
5167588,10051,10,2005.0
5167588,10051,10,2006.0
5167588,10051,10,2007.0
5167588,10051,10,2008.0
5167606,10051,7,1999.0
5167606,10051,7,2000.0
5167606,10051,7,2001.0
5167606,10051,7,2002.0
5167606,10051,7,2003.0
5167606,10051,7,2004.0
5167606,10051,7,2005.0
5167612,10051,7,1999.0
5167612,10051,7,2000.0
5167612,10051,7,2001.0
5167612,10051,7,2002.0
5167612,10051,7,2003.0
5167612,10051,7,2004.0
5167612,10051,7,2005.0
5167618,10051,3,1999.0
5167618,10051,3,2000.0
5167618,10051,3,2001.0
5167638,10051,10,1999.0
5167638,10051,10,2000.0
5167638,10051,10,2001.0
5167638,10051,10,2002.0
5167638,10051,10,2003.0
5167638,10051,10,2004.0
5167638,10051,10,2005.0
5167638,10051,10,2006.0
5167638,10051,10,2007.0
5167638,10051,10,2008.0
5167644,10051,10,1999.0
5167644,10051,10,2000.0
5167644,10051,10,2001.0
5167644,10051,10,2002.0
5167644,10051,10,2003.0
5167644,10051,10,2004.0
5167644,10051,10,2005.0
5167644,10051,10,2006.0
5167644,10051,10,2007.0
5167644,10051,10,2008.0
5167650,10051,3,1999.0
5167650,10051,3,2000.0
5167650,10051,3,2001.0
5167656,10051,6,1999.0
5167656,10051,6,2000.0
5167656,10051,6,2001.0
5167656,10051,6,2002.0
5167656,10051,6,2003.0
5167656,10051,6,2004.0
5167662,10051,10,1999.0
5167662,10051,10,2000.0
5167662,10051,10,2001.0
5167662,10051,10,2002.0
5167662,10051,10,2003.0
5167662,10051,10,2004.0
5167662,10051,10,2005.0
5167662,10051,10,2006.0
5167662,10051,10,2007.0
5167662,10051,10,2008.0
5167694,10051,3,1999.0
5167694,10051,3,2000.0
5167694,10051,3,2001.0
5167700,10051,6,1999.0
5167700,10051,6,2000.0
5167700,10051,6,2001.0
5167700,10051,6,2002.0
5167700,10051,6,2003.0
5167700,10051,6,2004.0
5167706,10051,6,1999.0
5167706,10051,6,2000.0
5167706,10051,6,2001.0
5167706,10051,6,2002.0
5167706,10051,6,2003.0
5167706,10051,6,2004.0
5167712,10051,10,1999.0
5167712,10051,10,2000.0
5167712,10051,10,2001.0
5167712,10051,10,2002.0
5167712,10051,10,2003.0
5167712,10051,10,2004.0
5167712,10051,10,2005.0
5167712,10051,10,2006.0
5167712,10051,10,2007.0
5167712,10051,10,2008.0
5167718,10051,10,1999.0
5167718,10051,10,2000.0
5167718,10051,10,2001.0
5167718,10051,10,2002.0
5167718,10051,10,2003.0
5167718,10051,10,2004.0
5167718,10051,10,2005.0
5167718,10051,10,2006.0
5167718,10051,10,2007.0
5167718,10051,10,2008.0
5167731,10051,10,1999.0
5167731,10051,10,2000.0
5167731,10051,10,2001.0
5167731,10051,10,2002.0
5167731,10051,10,2003.0
5167731,10051,10,2004.0
5167731,10051,10,2005.0
5167731,10051,10,2006.0
5167731,10051,10,2007.0
5167731,10051,10,2008.0
5167744,10051,10,1999.0
5167744,10051,10,2000.0
5167744,10051,10,2001.0
5167744,10051,10,2002.0
5167744,10051,10,2003.0
5167744,10051,10,2004.0
5167744,10051,10,2005.0
5167744,10051,10,2006.0
5167744,10051,10,2007.0
5167744,10051,10,2008.0
5167750,10051,6,1999.0
5167750,10051,6,2000.0
5167750,10051,6,2001.0
5167750,10051,6,2002.0
5167750,10051,6,2003.0
5167750,10051,6,2004.0
5167756,10051,3,1999.0
5167756,10051,3,2000.0
5167756,10051,3,2001.0
5167770,10051,10,1999.0
5167770,10051,10,2000.0
5167770,10051,10,2001.0
5167770,10051,10,2002.0
5167770,10051,10,2003.0
5167770,10051,10,2004.0
5167770,10051,10,2005.0
5167770,10051,10,2006.0
5167770,10051,10,2007.0
5167770,10051,10,2008.0
5167788,10051,4,1999.0
5167788,10051,4,2000.0
5167788,10051,4,2001.0
5167788,10051,4,2002.0
5167794,10051,10,1999.0
5167794,10051,10,2000.0
5167794,10051,10,2001.0
5167794,10051,10,2002.0
5167794,10051,10,2003.0
5167794,10051,10,2004.0
5167794,10051,10,2005.0
5167794,10051,10,2006.0
5167794,10051,10,2007.0
5167794,10051,10,2008.0
5167800,10051,4,1999.0
5167800,10051,4,2000.0
5167800,10051,4,2001.0
5167800,10051,4,2002.0
5167806,10051,6,1999.0
5167806,10051,6,2000.0
5167806,10051,6,2001.0
5167806,10051,6,2002.0
5167806,10051,6,2003.0
5167806,10051,6,2004.0
5167812,10051,10,1999.0
5167812,10051,10,2000.0
5167812,10051,10,2001.0
5167812,10051,10,2002.0
5167812,10051,10,2003.0
5167812,10051,10,2004.0
5167812,10051,10,2005.0
5167812,10051,10,2006.0
5167812,10051,10,2007.0
5167812,10051,10,2008.0
5167818,10051,10,1999.0
5167818,10051,10,2000.0
5167818,10051,10,2001.0
5167818,10051,10,2002.0
5167818,10051,10,2003.0
5167818,10051,10,2004.0
5167818,10051,10,2005.0
5167818,10051,10,2006.0
5167818,10051,10,2007.0
5167818,10051,10,2008.0
5175296,10051,2,2000.0
5175296,10051,2,2001.0
5185378,10051,2,1999.0
5185378,10051,2,2000.0
5212008,10051,3,2000.0
5212008,10051,3,2001.0
5212008,10051,3,2002.0
5212553,10051,3,2000.0
5212553,10051,3,2001.0
5212553,10051,3,2002.0
5213668,10051,3,1999.0
5213668,10051,3,2000.0
5213668,10051,3,2001.0
5223516,10051,8,1999.0
5223516,10051,8,2000.0
5223516,10051,8,2001.0
5223516,10051,8,2002.0
5223516,10051,8,2003.0
5223516,10051,8,2004.0
5223516,10051,8,2005.0
5223516,10051,8,2006.0
5227926,10051,8,1999.0
5227926,10051,8,2000.0
5227926,10051,8,2001.0
5227926,10051,8,2002.0
5227926,10051,8,2003.0
5227926,10051,8,2004.0
5227926,10051,8,2005.0
5227926,10051,8,2006.0
5232078,10051,10,2000.0
5232078,10051,10,2001.0
5232078,10051,10,2002.0
5232078,10051,10,2003.0
5232078,10051,10,2004.0
5232078,10051,10,2005.0
5232078,10051,10,2006.0
5232078,10051,10,2007.0
5232078,10051,10,2008.0
5232078,10051,10,2009.0
5232084,10051,6,2000.0
5232084,10051,6,2001.0
5232084,10051,6,2002.0
5232084,10051,6,2003.0
5232084,10051,6,2004.0
5232084,10051,6,2005.0
5232090,10051,10,2000.0
5232090,10051,10,2001.0
5232090,10051,10,2002.0
5232090,10051,10,2003.0
5232090,10051,10,2004.0
5232090,10051,10,2005.0
5232090,10051,10,2006.0
5232090,10051,10,2007.0
5232090,10051,10,2008.0
5232090,10051,10,2009.0
5232096,10051,4,2000.0
5232096,10051,4,2001.0
5232096,10051,4,2002.0
5232096,10051,4,2003.0
5232102,10051,10,2000.0
5232102,10051,10,2001.0
5232102,10051,10,2002.0
5232102,10051,10,2003.0
5232102,10051,10,2004.0
5232102,10051,10,2005.0
5232102,10051,10,2006.0
5232102,10051,10,2007.0
5232102,10051,10,2008.0
5232102,10051,10,2009.0
5232108,10051,10,2000.0
5232108,10051,10,2001.0
5232108,10051,10,2002.0
5232108,10051,10,2003.0
5232108,10051,10,2004.0
5232108,10051,10,2005.0
5232108,10051,10,2006.0
5232108,10051,10,2007.0
5232108,10051,10,2008.0
5232108,10051,10,2009.0
5232114,10051,2,2000.0
5232114,10051,2,2001.0
5232120,10051,10,2000.0
5232120,10051,10,2001.0
5232120,10051,10,2002.0
5232120,10051,10,2003.0
5232120,10051,10,2004.0
5232120,10051,10,2005.0
5232120,10051,10,2006.0
5232120,10051,10,2007.0
5232120,10051,10,2008.0
5232120,10051,10,2009.0
5232126,10051,3,2000.0
5232126,10051,3,2001.0
5232126,10051,3,2002.0
5232138,10051,7,2000.0
5232138,10051,7,2001.0
5232138,10051,7,2002.0
5232138,10051,7,2003.0
5232138,10051,7,2004.0
5232138,10051,7,2005.0
5232138,10051,7,2006.0
5232142,10051,3,2000.0
5232142,10051,3,2001.0
5232142,10051,3,2002.0
5232148,10051,10,2000.0
5232148,10051,10,2001.0
5232148,10051,10,2002.0
5232148,10051,10,2003.0
5232148,10051,10,2004.0
5232148,10051,10,2005.0
5232148,10051,10,2006.0
5232148,10051,10,2007.0
5232148,10051,10,2008.0
5232148,10051,10,2009.0
5232154,10051,3,2000.0
5232154,10051,3,2001.0
5232154,10051,3,2002.0
5232160,10051,4,2000.0
5232160,10051,4,2001.0
5232160,10051,4,2002.0
5232160,10051,4,2003.0
5232175,10051,6,2000.0
5232175,10051,6,2001.0
5232175,10051,6,2002.0
5232175,10051,6,2003.0
5232175,10051,6,2004.0
5232175,10051,6,2005.0
5232190,10051,3,2000.0
5232190,10051,3,2001.0
5232190,10051,3,2002.0
5232196,10051,10,2000.0
5232196,10051,10,2001.0
5232196,10051,10,2002.0
5232196,10051,10,2003.0
5232196,10051,10,2004.0
5232196,10051,10,2005.0
5232196,10051,10,2006.0
5232196,10051,10,2007.0
5232196,10051,10,2008.0
5232196,10051,10,2009.0
5232202,10051,7,2000.0
5232202,10051,7,2001.0
5232202,10051,7,2002.0
5232202,10051,7,2003.0
5232202,10051,7,2004.0
5232202,10051,7,2005.0
5232202,10051,7,2006.0
5232208,10051,10,2000.0
5232208,10051,10,2001.0
5232208,10051,10,2002.0
5232208,10051,10,2003.0
5232208,10051,10,2004.0
5232208,10051,10,2005.0
5232208,10051,10,2006.0
5232208,10051,10,2007.0
5232208,10051,10,2008.0
5232208,10051,10,2009.0
5232226,10051,6,2000.0
5232226,10051,6,2001.0
5232226,10051,6,2002.0
5232226,10051,6,2003.0
5232226,10051,6,2004.0
5232226,10051,6,2005.0
5232232,10051,10,2000.0
5232232,10051,10,2001.0
5232232,10051,10,2002.0
5232232,10051,10,2003.0
5232232,10051,10,2004.0
5232232,10051,10,2005.0
5232232,10051,10,2006.0
5232232,10051,10,2007.0
5232232,10051,10,2008.0
5232232,10051,10,2009.0
5268428,10051,5,2000.0
5268428,10051,5,2001.0
5268428,10051,5,2002.0
5268428,10051,5,2003.0
5268428,10051,5,2004.0
5268730,10051,5,2000.0
5268730,10051,5,2001.0
