source,target,value
1032347,1423542,1
1032347,1443426,1
1032347,1595169,1
1032347,1649026,1
1032347,1685936,1
1032347,171030941,1
1032347,1745141,1
1032347,1808199,1
1032347,1849184,1
1032347,1858344,1
1032347,1869530,1
1032347,63485342,1
1032347,6617,1
1032470,1056043,1
1032470,1083833,1
1032470,1212773,1
1032470,1231427,1
1032470,1234633,1
1032470,1361631,2
1032470,1419839,1
1032470,1430504,1
1032470,1436328,1
1032470,1504889,1
1032470,1572293,1
1032470,1627298,1
1032470,1793760,1
1032470,1798908,1
1032470,258380,1
1032470,37682106,1
1032470,993962,1
1032589,1017258,1
1032589,1022182,1
1032589,1143702,1
1032589,1188479,1
1032589,1391646,1
1032589,1405698,1
1032589,1409406,1
1032589,1418515,1
1032589,1580154,1
1032589,1684312,1
1032589,169357844,1
1032589,1731296,1
1032589,1752718,1
1032589,1785659,1
1032589,1828236,1
1032589,258196,1
1032589,71677093,1
1032600,1380020,1
1032839,1094780,1
1032839,113458409,1
1032839,1231847,1
1032839,1399862,1
1032839,1503339,1
1032839,1638967,1
1032839,1678327,1
1032839,1800559,2
1032839,33995348,1
1033031,1010046,1
1033031,1030155,3
1033031,1064093,1
1033031,1073710,2
1033031,1079310,4
1033031,1101257,2
1033031,1102370,1
1033031,1114973,3
1033031,1195719,2
1033031,1351511,2
1033031,1354879,2
1033031,1379218,1
1033031,1415045,2
1033031,1424746,1
1033031,1440659,2
1033031,1443784,1
1033031,1461052,1
1033031,14679523,1
1033031,1583990,1
1033031,1648214,1
1033031,1657952,1
1033031,167533486,2
1033031,1720360,1
1033031,1782761,2
1033031,1796645,1
1033031,1833408,1
1033031,1838408,1
1033031,2024486,1
1033031,217856002,1
1033031,262282063,1
1033031,274147049,1
1033031,274237801,1
1033031,29201091,3
1033031,43741479,1
1033031,5291,3
1033031,55068628,1
1033031,5706,1
1033031,85399322,1
1033031,992666,1
1033099,1024958,1
1033099,1046603,1
1033099,1250657,1
1033099,1300004,1
1033099,1336631,1
1033099,1371055,1
1033099,1423810,1
1033099,1442593,1
1033099,1450133,1
1033099,1464605,1
1033099,1485722,1
1033099,1760079,1
1033099,1847965,1
1033099,259310,1
1033099,259324,1
1033099,5720,1
1033099,6899,1
1033099,998549,1
1033105,1041209,1
1033105,1147946,1
1033105,1321674,1
1033105,1455281,1
1033105,1490883,1
1033105,1508275,1
1033105,1571504,1
1033105,1657863,1
1033105,213415596,1
1033105,232127540,1
1033105,324675389,1
1033105,38662180,1
1033105,988060,1
1033119,1220652,1
1033119,1406042,1
1033119,5699,1
1033202,1351216,1
1033244,1010833,1
1033244,1155005,1
1033244,1330754,1
1033244,1368017,1
1033244,1380026,1
1033244,1409096,1
1033244,1553725,1
1033244,1586116,1
1033244,1640135,1
1033244,1703036,1
1033244,1711095,1
1033244,422721,1
1033244,6052,1
1033244,73745630,1
1033244,990080,1
1033332,116223391,2
1033332,162576812,1
1033332,1693333,1
1033332,1742329,1
1033332,1863397,3
1033332,189589809,1
1033332,207861810,1
1033332,207862729,1
1033332,207862799,1
1033332,75671355,2
1033332,75671368,1
1033332,90990871,4
1033332,90991083,1
1033332,90991210,1
1033332,91011119,1
1033332,91011135,1
1033345,1665524,1
1033345,1793880,2
1033345,40403712,3
1033345,43188314,1
1033408,1005783,1
1033408,1042818,1
1033408,1076789,1
1033408,1120745,1
1033408,1129408,3
1033408,1134390,1
1033408,1138491,1
1033408,1196255,1
1033408,1203168,2
1033408,1225622,2
1033408,1264580,1
1033408,1311996,2
1033408,1341075,1
1033408,1349945,1
1033408,1352447,1
1033408,1373531,1
1033408,1377997,1
1033408,1381453,1
1033408,1383870,1
1033408,1384814,1
1033408,1397054,1
1033408,1399650,1
1033408,14068077,1
1033408,1417702,1
1033408,1418409,1
1033408,1421910,1
1033408,1430851,2
1033408,1434414,1
1033408,1440638,1
1033408,1452567,1
1033408,1456442,1
1033408,1457484,1
1033408,1460578,1
1033408,1461211,2
1033408,1462953,1
1033408,1470537,1
1033408,1537245,1
1033408,1541954,1
1033408,1579025,1
1033408,1590729,1
1033408,1649026,1
1033408,1652352,1
1033408,1665945,1
1033408,1749419,2
1033408,1749836,1
1033408,1759533,1
1033408,1856649,1
1033408,1865831,1
1033408,1870133,1
1033408,212156394,1
1033408,22545187,1
1033408,253189,1
1033408,253191,1
1033408,260586,1
1033408,262239,1
1033408,28115020,1
1033408,32645370,1
1033408,37843193,1
1033408,415088,1
1033408,993981,1
1033437,1614204,1
1033437,1729047,1
1033486,1345100,2
1033486,1424169,2
1033538,1955555,1
1033538,76388257,1
1033595,1423554,1
1033595,1929529,1
103360456,1657590,1
103360456,1734709,1
103360456,2007564,1
1033647,1089789,1
1033647,1415683,3
1033647,1782165,2
1033670,15109406,1
1033670,1544280,1
1033670,1795169,1
1033753,1000386,1
1033753,1080943,2
1033753,1356736,1
1033753,1379218,1
1033753,1423810,1
1033753,1450133,1
1033753,1467831,1
1033753,1569473,1
1033753,1580397,1
1033753,1648849,1
1033753,1720718,1
1033753,233867230,1
1033753,23651203,1
1033753,252392,1
1033753,257411,1
1033753,259324,1
1033753,261070,1
1033753,261080,1
1033753,261088,1
1033753,29139569,1
1033753,314106309,1
1033753,5720,1
1033753,998549,1
1033811,1027813,1
1033811,1165193,1
1033811,1323199,1
1033811,1348946,2
1033811,1349032,1
1033811,1412248,1
1033811,1413744,1
1033811,1438818,1
1033811,1475546,1
1033811,150385997,1
1033811,1566042,1
1033811,1599557,1
1033811,1625991,1
1033811,167535289,1
1033811,174684333,1
1033811,1801886,1
1033811,1803501,1
1033811,1803597,1
1033811,1814021,1
1033811,201229026,1
1033811,201229052,1
1033811,215952836,1
1033811,38457685,1
1033903,1041879,1
1033903,1259370,1
1033903,1278514,1
1033903,1430714,1
1033903,1480457,1
1033903,1572293,1
1033903,1584917,1
1033903,1646946,1
1033903,164783789,2
1033903,1766899,1
1033903,1822481,1
1033903,1825318,1
1033903,182620802,1
1033903,190719587,1
1033903,20396008,2
1033903,34262755,1
1033903,838936,1
1033903,991828,1
1034301,1109005,1
1034317,1052294,1
1034317,1063908,1
1034317,1199983,1
1034317,1271570,1
1034317,1357842,1
1034317,1424641,1
1034317,1649668,1
1034317,1652856,1
1034317,1865677,1
1034317,253797,1
103441845,103441935,1
103441845,103441970,1
103441845,103442129,1
103441845,1153819,1
103441935,103441845,1
103441935,103441970,1
103441935,103442129,1
103441935,1153819,1
103441955,1610246,1
103441970,103441845,1
103441970,103441935,1
103441970,103442129,1
103441970,1153819,1
103442129,103441845,1
103442129,103441935,1
103442129,103441970,1
103442129,1153819,1
1034836,6662,1
1034925,1057477,1
1034925,1361860,1
1035044,1113595,1
1035044,1177958,1
1035044,1190794,1
1035044,1277046,1
1035044,1302731,1
1035044,1306437,1
1035044,13165123,1
1035044,13165350,1
1035044,13165378,1
1035044,13165479,1
1035044,1344616,1
1035044,1387019,1
1035044,1436450,1
1035044,1519963,1
1035044,1543921,1
1035044,1590551,1
1035044,1623217,1
1035044,1668500,1
1035044,1732088,1
1035044,1761380,1
1035044,1846415,1
1035044,262134,1
1035354,1025217,2
1035354,1036642,1
1035354,1097426,1
1035354,1285762,2
1035354,1357968,1
1035354,1399833,1
1035354,1413634,1
1035354,1451503,2
1035354,1519841,1
1035354,1603185,1
1035354,1647464,1
1035354,1693474,1
1035354,1750720,1
1035354,1752565,1
1035354,1756162,1
1035354,1781667,1
1035354,1796437,1
1035354,1857130,1
1035354,260170,2
1035354,260174,1
1035354,426928,1
1035354,426931,1
1035354,5726,1
1035354,5869,1
1035354,6662,2
1035354,69199777,1
1035354,69219661,1
1035354,9586824,1
1035729,1298655,1
1035729,1440374,1
1035729,1454867,2
1035729,1516612,2
1035729,1575702,1
1035729,1668629,1
1036017,1729515,1
1036017,1817772,1
1036017,5706,2
1036121,1009794,1
1036121,1038222,1
1036121,1218357,1
1036121,1248143,1
1036121,1271062,1
1036121,1329722,1
1036121,1346595,1
1036121,1368600,1
1036121,1399581,1
1036121,1412924,1
1036121,1452173,1
1036121,1508866,1
1036121,1598502,1
1036121,1610757,2
1036121,1623948,1
1036121,1625604,1
1036121,1635218,1
1036121,1665202,1
1036121,1674814,1
1036121,1677940,1
1036121,171585875,1
1036121,1727744,1
1036121,1734720,1
1036121,1735659,2
1036121,1821168,1
1036121,1840612,2
1036121,1863927,1
1036121,191476668,1
1036121,238202522,1
1036121,248232176,1
1036121,262299,1
1036121,279608881,1
1036121,33032956,1
1036121,387216293,1
1036121,387832718,1
1036121,388215825,1
1036121,49619896,1
1036121,55150320,1
1036121,68523205,2
1036130,1026540,1
1036130,1043024,1
1036130,1087848,1
1036130,1234633,1
1036130,1309632,1
1036130,1340107,1
1036130,1424651,1
1036130,150182121,1
1036130,1503339,1
1036130,1645229,1
1036130,166587453,1
1036130,1695593,1
1036130,17465411,1
1036130,183505518,1
1036130,1937137,1
1036130,2016819,1
1036130,2016896,1
1036130,215963025,1
1036130,215963987,1
1036130,215966062,1
1036130,259937,1
1036130,27030065,1
1036130,5374,1
1036130,59082404,1
1036130,88943441,1
1036140,1719452,1
1036155,1812374,1
1036193,1829309,1
1036351,1134765,1
1036351,1165251,1
1036351,1171987,1
1036351,1480518,1
1036351,183606407,1
1036351,210230853,1
1036351,211746361,1
1036351,211747180,1
1036351,211798533,2
1036351,246353815,1
1036351,330593887,1
1036351,67232912,1
1036357,1009534,1
1036357,1197378,1
1036357,22831473,1
1036416,1420976,1
1036416,5336,1
1036448,1018707,1
1036448,1597103,1
1036627,1059117,6
1036627,1073676,1
1036627,1094296,6
1036627,1113595,6
1036627,1146280,1
1036627,1194272,6
1036627,1234193,6
1036627,1248116,6
1036627,1262179,1
1036627,1277046,6
1036627,1302529,6
1036627,1313819,6
1036627,1348814,1
1036627,19043598,1
1036627,5539,6
1036642,1025217,1
1036642,1035354,1
1036642,1285762,1
1036642,1357968,1
1036642,1451503,1
1036642,1647464,1
1036642,1756162,1
1036642,260170,1
1036642,260174,1
1036642,32418929,1
1036642,5726,1
1036642,5869,1
1036642,6662,1
1036642,9586824,1
103666696,103666807,1
103666696,1051249,1
103666807,103666696,1
103666807,1051249,1
1036815,27134647,1
1037100,5189,2
1037100,5194,2
1037190,1200115,1
1037190,1409495,1
1037190,1515804,1
1037200,1769350,1
1037200,5518,1
1037329,100820596,1
1037329,1060269,1
1037329,1080917,1
1037329,1090448,1
1037329,1441808,1
1037329,1454093,1
1037329,1499151,1
1037329,1508243,1
1037329,1543950,1
1037329,1582326,3
1037329,1602628,1
1037329,1605501,1
1037329,1618001,1
1037329,1647068,1
1037329,1667755,5
1037329,1667763,1
1037329,1682494,1
1037329,1722420,1
1037329,1775456,1
1037329,1813444,1
1037329,181452699,1
1037329,1868528,1
1037329,213659701,1
1037329,237762023,1
1037329,251286794,1
1037329,55027545,1
1037329,6638,2
1037366,1359106,1
1037366,1449670,1
1037366,1581522,1
1037366,169562309,1
1037366,1832009,1
1037366,190218808,1
1037366,251084,1
1037366,72250778,1
1037489,1104544,1
1037489,1246185,1
1037489,1250089,1
1037489,1254982,1
1037489,1373937,1
1037489,1407835,1
1037489,1417957,1
1037489,1421910,1
1037489,1428227,1
1037489,1429718,1
1037489,1593016,1
1037489,1630862,1
1037489,1692437,1
1037489,1706171,1
1037489,1793235,1
1037489,1812310,1
1037489,215831640,1
1037489,22136291,1
1037489,258380,1
1037489,52384458,1
1037489,66414228,1
1037489,80053842,1
103749518,1055994,1
103749518,1120682,1
103749518,1179659,1
103749518,1334593,1
103749518,1463672,1
103749518,1677471,1
103749518,1683400,1
103749518,1742923,1
103749518,311022796,1
103749518,37087815,1
103749518,77063618,1
1037499,1077737,1
1037499,1150992,1
1037499,1180681,1
1037499,1202759,1
1037499,1240121,1
1037499,1324714,1
1037499,1411518,1
1037499,1455596,1
1037499,254448,1
1037499,257067,1
1037499,257071,1
1037499,257077,1
1037499,6682,1
1037504,1037704,1
1037504,1068044,1
1037504,120428073,1
1037504,1255068,1
1037504,1360404,1
1037504,1406550,1
1037504,142665218,1
1037504,1449634,1
1037504,1455387,1
1037504,1474629,1
1037504,1510074,1
1037504,153376187,1
1037504,1563522,1
1037504,1596257,1
1037504,164418007,1
1037504,1681043,1
1037504,168142281,1
1037504,168209218,1
1037504,168246961,1
1037504,168249813,1
1037504,168250890,1
1037504,168510792,1
1037504,168598804,1
1037504,1726813,1
1037504,1727959,1
1037504,1739927,1
1037504,1740902,1
1037504,1790816,1
1037504,1816295,1
1037504,182014873,2
1037504,1832908,1
1037504,1838154,1
1037504,1849304,1
1037504,1866232,1
1037504,1866252,1
1037504,1872571,1
1037504,237682172,1
1037504,237683115,1
1037504,237762126,1
1037504,262228716,1
1037504,30820548,1
1037504,39994027,1
1037504,54432752,1
1037504,82616727,1
1037655,1197038,1
1037655,1255131,1
1037655,1971170,1
1037660,1159934,1
1037660,1167862,1
1037660,1184564,1
1037660,1185191,1
1037660,1186526,1
1037660,1202337,1
1037660,1262334,1
1037660,1321162,1
1037660,1325701,1
1037660,1387558,1
1037660,1388772,1
1037660,1452157,1
1037660,1459591,1
1037660,1479285,1
1037660,1538656,1
1037660,1640956,1
1037660,1675189,1
1037660,1703390,1
1037660,1751692,1
1037660,1758307,1
1037660,17752308,1
1037660,1844885,1
1037660,19985907,1
1037660,9623677,1
1037704,1037504,1
1037704,1068044,1
1037704,1255068,1
1037704,1360404,1
1037704,1406550,1
1037704,142665218,1
1037704,1449634,1
1037704,1455387,1
1037704,1474629,1
1037704,1510074,1
1037704,153376187,1
1037704,1563522,1
1037704,164418007,1
1037704,1681043,1
1037704,168142281,1
1037704,168209218,1
1037704,168246961,1
1037704,168249813,1
1037704,168250890,1
1037704,168510792,1
1037704,168598804,1
1037704,1739927,1
1037704,1740902,1
1037704,1790816,1
1037704,1816295,1
1037704,1832908,1
1037704,1838154,1
1037704,1849304,1
1037704,237682172,1
1037704,237683115,1
1037704,237762126,1
1037704,39994027,1
1037704,54432752,1
1037704,82616727,1
1037714,1001901,1
1037714,1063908,1
1037714,1074561,1
1037714,1075964,1
1037714,1099113,1
1037714,1111705,1
1037714,1197472,1
1037714,1234193,1
1037714,1341412,1
1037714,1377623,1
1037714,1410996,1
1037714,1497149,1
1037714,1508866,1
1037714,1519963,1
1037714,1548280,1
1037714,1582083,1
1037714,161781731,1
1037714,1636070,1
1037714,1638967,1
1037714,1706084,1
1037714,1741172,1
1037714,187275992,1
1037714,19984859,1
1037714,260442,1
1037714,5409,1
1037714,76388233,1
1037714,819961,1
1037850,1239416,1
1038222,1009794,1
1038222,1036121,1
1038222,1248143,1
1038222,1329722,1
1038222,1368600,1
1038222,1508866,1
1038222,1598502,1
1038222,1610757,1
1038222,1623948,1
1038222,1625604,1
1038222,1635218,1
1038222,1665202,1
1038222,1674814,1
1038222,1677940,1
1038222,1727744,1
1038222,1734720,1
1038222,1821168,1
1038222,1863927,1
1038222,191476668,1
1038222,49619896,1
1038222,55150320,1
1038222,68523205,1
1038242,1436195,1
1038242,1662853,1
1038266,1000226,1
1038266,1043180,8
1038266,1085894,2
1038266,1188168,1
1038266,1214066,1
1038266,1229859,2
1038266,1299388,1
1038266,1303386,1
1038266,14270373,1
1038266,1438157,1
1038266,1483705,2
1038266,1498102,1
1038266,1574156,1
1038266,1625792,1
1038266,1722973,2
1038266,1738687,2
1038266,1756791,2
1038266,1805432,1
1038266,1927138,1
1038266,1971365,1
1038266,1971386,1
1038266,1971397,1
1038266,1971412,1
1038266,1971419,1
1038266,203315467,2
1038266,214066413,1
1038266,234827108,1
1038266,6262,1
1038266,63136942,1
1038304,150099957,1
1038304,6548,1
1038304,69157900,1
1038535,175527645,1
1038545,1023554,1
1038545,1062820,2
1038545,1182102,1
1038545,1304967,6
1038545,1389211,1
1038545,1506051,1
1038545,988771,1
1038565,1295140,1
1038730,111328851,1
1038730,1408455,1
1038730,1566385,1
1038730,1663532,1
1038730,243551726,1
1038730,264020017,1
1038730,42307968,1
1038747,1111092,1
1038856,1346595,1
1038856,137540720,1
1038856,166262429,1
1038903,1392951,2
1038928,1106446,1
1038928,1329737,1
1038928,1732252,1
1038928,251763529,1
1038928,251764397,1
1038928,76920506,1
1039333,1596209,2
1039560,1330010,2
1039665,144569664,1
1039665,166478493,1
1039665,1701495,1
1039665,2025760,1
1039705,1023435,1
1039705,1100235,1
1039705,1462933,1
1039762,1538776,1
1039762,1665753,1
1039762,1748798,1
1039762,19595874,1
1039762,76387870,2
1039762,990406,1
103995118,109404086,1
103995118,1111359,1
103995118,210238113,1
1040092,100123962,1
1040092,1014298,1
1040092,1053464,2
1040092,1077405,1
1040092,1116053,1
1040092,1135663,1
1040092,1184006,1
1040092,120380823,1
1040092,1379407,1
1040092,1382567,5
1040092,1428382,1
1040092,1444541,1
1040092,1464432,1
1040092,1581377,1
1040092,1590434,1
1040092,1634094,1
1040092,1665945,1
1040092,1684958,1
1040092,180263443,1
1040092,1857927,1
1040092,1860473,1
1040092,200100682,1
1040092,2038337,1
1040092,42840229,1
1040092,42840246,1
1040092,63854332,1
1040092,993150,2
1040107,1056573,1
1040107,1409295,1
1040151,1073113,2
1040151,1158542,2
1040151,1288792,2
1040151,1484528,2
1040151,1640944,2
1040151,256855,2
1040151,256863,2
1040170,1053252,1
1040170,1128810,1
1040170,1134726,1
1040170,1138083,1
1040170,1170711,1
1040170,1190384,1
1040170,252773,1
1040170,252775,1
1040207,1028342,1
1040207,1057948,1
1040207,1058858,1
1040207,1067525,1
1040207,1108143,1
1040207,1228860,1
1040207,1270047,1
1040207,1300969,1
1040207,1328585,1
1040207,1380107,1
1040207,1381175,1
1040207,1419317,1
1040207,1448074,1
1040207,1523809,1
1040207,1609679,1
1040207,1647205,1
1040207,1757803,1
1040207,257863,1
1040207,257865,1
1040207,257877,1
1040207,257883,1
1040207,261044,1
1040260,1340265,1
1040260,1679282,1
1040260,1679808,3
1040260,1718734,1
1040260,1773066,1
1040260,240130068,1
1040343,108815342,1
1040343,1281469,1
1040343,1609962,1
1040343,1674234,1
1040343,1862067,1
1040343,1867590,1
1040343,1868830,1
1040343,223526491,1
1040343,223526969,1
1040343,6793,1
1040356,1026816,1
1040356,41550239,2
1040455,6030,1
1040585,1070315,1
1040585,1095945,1
1040585,1097284,1
1040585,1148069,1
1040585,1185056,1
1040585,1195741,1
1040585,1196114,2
1040585,1242392,1
1040585,1302513,1
1040585,1321477,1
1040585,1374550,1
1040585,1393241,1
1040585,1464373,1
1040585,1465265,1
1040585,1479299,1
1040585,1568099,1
1040585,1582358,2
1040585,1586793,1
1040585,1590669,1
1040585,1671335,1
1040585,171030941,1
1040585,1713891,1
1040585,1745214,1
1040585,185185210,1
1040585,188272660,1
1040585,2039365,1
1040585,2039386,1
1040585,2039401,1
1040585,216581346,1
1040585,216604183,1
1040585,216606206,1
1040585,258925,1
1040585,48472116,1
1040647,1584614,1
1040647,35449891,1
1040827,1106903,1
1040827,139541179,1
1040827,1552267,1
1040827,1763168,1
1040827,1810260,1
1040827,251446764,1
1040827,325325545,1
1040989,1811541,1
1041209,1033105,1
1041235,1002896,1
1041235,1176178,1
1041235,1235110,2
1041235,1245144,1
1041235,12653312,1
1041235,1316596,1
1041235,1343214,1
1041235,1391540,1
1041235,1419784,5
1041235,1436943,1
1041235,1555355,1
1041235,1657442,1
1041235,171789645,1
1041235,1723148,1
1041235,1780819,1
1041235,1782793,2
1041235,178296395,1
1041235,1788006,1
1041235,1838849,1
1041235,18553804,1
1041235,2030531,1
1041235,20435440,1
1041235,221787540,1
1041235,27973675,1
1041235,29227491,1
1041235,38457877,1
1041390,1210745,1
1041484,1322997,2
1041484,1343169,2
1041594,120196373,1
1041594,165729020,1
1041594,1837684,1
1041594,69239860,1
1041594,69239900,1
1041645,1690105,2
1041707,1049310,1
1041707,1299698,1
1041707,1349803,1
1041707,1435237,1
1041707,1439850,1
1041707,1535524,1
1041707,1568659,1
1041707,1649449,1
1041707,1743422,1
1041707,1770580,1
1041707,5715,1
1041760,1325471,1
1041787,1642227,1
1041787,1891659,1
1041787,260982,1
1041879,1033903,1
1041879,1233792,1
1041879,1259370,1
1041879,1361844,1
1041879,1387549,1
1041879,1395277,1
1041879,1430766,1
1041879,1480457,1
1041879,1584917,1
1041879,1646946,1
1041879,164783789,1
1041879,1822481,1
1041879,1825318,1
1041879,1915200,1
1041879,258224,1
1041879,258230,1
1041879,262062,1
1041879,34262755,1
1041879,838936,1
1041879,991828,1
1042063,1675263,1
1042656,1060834,1
1042656,1234961,1
1042656,129351455,1
1042656,1307554,1
1042656,136641982,1
1042656,1390977,1
1042656,1402642,1
1042656,1415436,1
1042656,1503433,1
1042656,153171122,1
1042656,1537470,1
1042656,1558516,1
1042656,160364508,1
1042656,1641072,1
1042656,1648658,1
1042656,1652372,1
1042656,1683360,1
1042656,1716353,1
1042656,179792154,1
1042656,1864849,1
1042656,197049249,1
1042656,260912,1
1042656,282547814,1
1042656,31293653,1
1042656,6954,1
1042818,1033408,1
1042818,1090469,1
1042818,1096671,1
1042818,1206972,1
1042818,1233603,1
1042818,1282647,1
1042818,1398619,1
1042818,1408817,1
1042818,1408881,1
1042818,1433248,1
1042818,1439612,2
1042818,1448268,1
1042818,1478686,1
1042818,1671779,1
1042818,254075,1
1042818,254083,1
1042818,254097,1
1042818,254181,1
1042934,1014371,1
1042934,1059117,1
1042934,1094296,1
1042934,1113595,1
1042934,1164293,1
1042934,1190794,1
1042934,1228225,1
1042934,1234193,1
1042934,129494396,2
1042934,1296139,1
1042934,1344485,1
1042934,1380410,3
1042934,1384076,1
1042934,1389792,3
1042934,1390076,2
1042934,1394018,1
1042934,1398971,1
1042934,1413674,1
1042934,1416892,1
1042934,1474833,1
1042934,1602583,1
1042934,1638967,1
1042934,1686602,1
1042934,1700225,1
1042934,1705090,1
1042934,1706084,1
1042934,1709400,1
1042934,1737316,1
1042934,174711699,1
1042934,1794291,1
1042934,1806246,1
1042934,200022878,2
1042934,212783424,1
1042934,216381549,1
1042934,240707490,1
1042934,258613,1
1042934,260114,2
1042934,270823890,1
1042934,278800277,1
1042934,31394956,1
1042934,34509502,1
1042934,815065,1
1042934,84969208,1
1042934,90785770,1
1042967,1151026,1
1042967,1196282,1
1043005,22012259,1
104301577,1637556,1
104301577,20988065,1
1043024,1036130,1
1043024,1059292,1
1043024,1090865,1
1043024,1681869,1
1043062,1215879,1
1043145,1195719,2
1043145,169473723,1
1043145,1833976,1
1043145,218447944,1
1043180,1009534,1
1043180,1023559,1
1043180,1038266,8
1043180,1055917,1
1043180,1085894,5
1043180,1111558,1
1043180,1128098,1
1043180,118642414,1
1043180,1226019,1
1043180,1229859,2
1043180,1231991,1
1043180,1244044,1
1043180,1260086,1
1043180,128695384,1
1043180,1291641,1
1043180,1294079,2
1043180,1300958,1
1043180,1331913,1
1043180,1362998,1
1043180,1369149,3
1043180,1374616,1
1043180,1375874,1
1043180,1383043,1
1043180,1401633,1
1043180,1417565,1
1043180,1420924,1
1043180,1428487,2
1043180,1428706,1
1043180,1429465,1
1043180,1438157,2
1043180,1442445,1
1043180,1445409,5
1043180,1467604,1
1043180,1468182,3
1043180,1474372,1
1043180,14783115,1
1043180,1483705,1
1043180,1486038,1
1043180,1534451,1
1043180,158559507,1
1043180,158577934,1
1043180,1624222,1
1043180,1625792,2
1043180,1627013,1
1043180,1648627,2
1043180,1669295,1
1043180,1671024,1
1043180,1674878,1
1043180,1683448,1
1043180,1686076,1
1043180,1691409,1
1043180,1699100,1
1043180,1711358,2
1043180,1722973,6
1043180,1734372,1
1043180,1756791,1
1043180,1757603,1
1043180,1776444,1
1043180,1809489,1
1043180,1812530,1
1043180,1847005,2
1043180,1852997,1
1043180,1872342,2
1043180,1914015,1
1043180,1929282,1
1043180,198394679,1
1043180,203315467,1
1043180,2038891,1
1043180,234827108,5
1043180,260997805,1
1043180,260997817,1
1043180,27133883,1
1043180,37026130,1
1043180,42247087,1
1043180,461690,2
1043180,48308410,1
1043180,54925246,1
1043180,55170990,1
1043180,63136942,3
1043183,1132659,1
1043183,1232560,1
1043183,1245144,1
1043183,1775695,1
1043183,178296395,1
1043183,1838849,1
1043183,1870166,1
1043183,38457877,1
1043205,1624343,1
1043302,1218146,1
1043302,1334983,1
1043302,134123632,1
1043302,1842956,1
1043354,1422896,2
1043354,1599650,1
1043354,1708122,1
1043354,1771843,1
1043354,24676335,1
1043376,1734913,1
1043376,5413,1
1043403,1022116,1
1043403,1165400,1
1043403,1364351,1
1043403,1696367,1
1043403,1775928,1
1043403,1786256,1
1043403,1921612,1
1043403,201415128,1
1043403,20375484,1
1043403,212884973,1
1043403,45564456,1
1043403,5976,1
1043468,1099981,1
1043468,1124877,1
1043468,1157758,1
1043468,1160664,1
1043468,1268724,1
1043468,1339642,1
1043468,1373417,1
1043468,1383589,1
1043468,1387549,1
1043468,1432437,1
1043631,1362968,1
1043777,1220314,1
1043777,1252920,1
1043777,1414012,1
1043777,1436549,1
1043777,1456126,1
1043777,1697493,1
1043777,250516,1
1043777,257391,1
1043784,1025132,1
1043784,1104565,1
1043784,1131314,1
1043784,1150040,1
1043784,1202856,1
1043784,1244402,1
1043784,1338743,1
1043894,1114536,1
1043894,1176331,1
1043894,1239563,3
1043894,1398513,1
1043894,1481118,2
1043894,1519477,1
1043894,1571596,1
1043894,1713453,1
1043894,1713475,1
1043894,1713669,1
1043894,1965273,1
1043894,1965281,1
1043894,22710051,1
1043920,1104507,1
1043920,1231269,1
1043920,1381671,1
1043920,1390367,1
1043920,1452742,1
1043920,1464348,1
1043920,1520634,1
1043920,1552750,1
1043920,1599792,1
1043920,1626086,1
1043920,1647068,1
1043920,1685664,1
1043920,1687035,1
1043920,1723144,1
1043920,1743954,1
1043920,1748310,1
1043920,1750709,1
1043920,1866150,1
1043920,216050350,1
1043920,841862,1
1044064,1009751,1
1044064,1207080,1
1044064,135965967,1
1044064,1360588,1
1044064,1365525,1
1044064,1366190,1
1044064,1400365,1
1044064,1422719,1
1044064,1452199,1
1044064,1568254,1
1044064,1588107,1
1044064,1628657,1
1044064,1646357,1
1044064,1680138,1
1044064,1684848,1
1044064,1812174,1
1044064,34509502,1
1044064,37026075,1
1044064,71144927,2
1044195,1156655,1
1044195,1407578,1
1044195,1707434,1
1044195,989145,1
1044256,1678069,1
1044281,1292272,2
1044344,1189247,1
1044344,1364042,1
1044344,1444990,1
1044344,1630168,1
1044344,1651376,1
1044391,1061885,1
1044391,1111558,1
1044391,112168477,1
1044391,1179394,1
1044391,1200344,1
1044391,1208629,1
1044391,1215860,1
1044391,1287403,1
1044391,1409893,1
1044391,1417858,1
1044391,1455992,1
1044391,1559283,1
1044391,156380227,1
1044391,1572744,1
1044391,1590079,1
1044391,1592385,2
1044391,1592396,1
1044391,1596335,1
1044391,1627013,1
1044391,1801862,1
1044391,18140665,1
1044391,1849836,1
1044391,1862808,1
1044391,194023845,1
1044391,2037828,1
1044391,2038448,1
1044391,2039322,1
1044391,2040712,1
1044391,2040735,1
1044391,216374599,1
1044391,251046618,1
1044391,42635354,1
1044391,48554016,1
1044391,55457038,1
1044391,72127523,1
104453192,1127384,1
104453192,1272287,1
104453192,1350813,1
104453192,1512071,1
104453192,1543427,1
104453192,1605476,1
104453192,1630005,1
104453192,1631279,1
104453192,1710823,1
104453192,1812530,1
104453192,201119643,1
104453192,24880096,1
104453192,262985388,1
1044650,1480457,1
1044650,1711942,1
1044806,1023413,1
1044806,1073216,1
1044806,1872380,1
1044973,1356488,1
1044973,1725314,1
1044973,1803723,1
1045014,1156655,1
1045014,1322332,1
1045014,1347800,1
1045014,1398619,1
1045014,1759845,1
1045014,1796350,1
1045014,1812978,1
1045014,192487124,1
1045014,192487903,1
1045014,192489302,1
1045014,32930525,1
1045014,463598,1
1045051,1206587,1
1045051,1777500,1
